reference_sample_id,data_origin,source_row_index,source_resample_occurrence,case,episode,seed,failed_count,failed_defender_ids,failed_target_indices,interception_success,all_active_defenders_hit,cooperative_success,targets_covered,active_defenders_hit,E_co_time_s,E_n_g,E_miss_m,E_t_s,simulated_time_s,sensor_delay_ms,position_noise_std_m,velocity_noise_std_mps,command_lag_ms
75,synthetic_balanced_empirical_resample,47,1,case1,51,89051,2,2;11,2;3,1,1,1,8,18,0.009027777777777857,0.2212331162065017,1.7144826030477005,33.35000000000024,33.35,50.0,3.0,0.3,250.0
76,synthetic_balanced_empirical_resample,21,2,case1,21,89021,2,3;12,3;4,1,1,1,8,18,0.011805555555555255,0.18736448433508057,1.3750184047702296,33.80000000000022,33.800000000000004,50.0,3.0,0.3,250.0
77,synthetic_balanced_empirical_resample,27,1,case1,29,89029,2,4;13,4;5,1,1,1,8,18,0.0114583333333332,0.2903549782855269,1.7309498516820714,34.40000000000018,34.4,50.0,3.0,0.3,250.0
78,synthetic_balanced_empirical_resample,26,3,case1,28,89028,2,3;5,3;5,1,1,1,8,18,0.008680555555555433,0.2524850726770209,1.664697271355655,34.80000000000016,34.800000000000004,50.0,3.0,0.3,250.0
79,synthetic_balanced_empirical_resample,7,1,case1,7,89007,2,8;16,0;0,1,1,1,8,18,0.011805555555555477,0.20790144323564855,1.7093711907742066,33.10000000000026,33.1,50.0,3.0,0.3,250.0
80,synthetic_balanced_empirical_resample,74,2,case1,81,89081,2,3;16,3;0,1,1,1,8,18,0.005902777777777665,0.33152198473044303,1.43058882000288,33.10000000000026,33.1,50.0,3.0,0.3,250.0
81,synthetic_balanced_empirical_resample,87,2,case1,95,89095,2,5;14,5;6,1,1,1,8,18,0.008333333333333156,0.2879613167160864,1.8545260159057877,37.40000000000001,37.4,50.0,3.0,0.3,250.0
82,synthetic_balanced_empirical_resample,87,3,case1,95,89095,2,5;14,5;6,1,1,1,8,18,0.008333333333333156,0.2879613167160864,1.8545260159057877,37.40000000000001,37.4,50.0,3.0,0.3,250.0
83,synthetic_balanced_empirical_resample,11,2,case1,11,89011,2,4;17,4;1,1,1,1,8,18,0.014583333333333245,0.25924597299096824,1.7257492115797612,33.10000000000026,33.1,50.0,3.0,0.3,250.0
84,synthetic_balanced_empirical_resample,52,2,case1,57,89057,2,9;10,1;2,1,1,1,8,18,0.01805555555555527,0.25495889571026753,1.7441702206721084,35.00000000000015,35.0,50.0,3.0,0.3,250.0
85,synthetic_balanced_empirical_resample,88,1,case1,96,89096,2,2;7,2;7,1,1,1,8,18,0.00868055555555558,0.30055440747766704,1.7878149846168578,33.35000000000024,33.35,50.0,3.0,0.3,250.0
86,synthetic_balanced_empirical_resample,38,1,case1,42,89042,2,9;19,1;3,1,1,1,8,18,0.011805555555555477,0.29307585256457774,1.6061677520194202,33.10000000000026,33.1,50.0,3.0,0.3,250.0
87,synthetic_balanced_empirical_resample,32,1,case1,35,89035,2,11;12,3;4,1,1,1,8,18,0.008680555555555433,0.317730768346019,1.6991338701612406,33.70000000000022,33.7,50.0,3.0,0.3,250.0
88,synthetic_balanced_empirical_resample,23,1,case1,23,89023,2,1;7,1;7,1,1,1,8,18,0.014583333333333023,0.2910363324003434,1.5421494176955943,33.150000000000254,33.15,50.0,3.0,0.3,250.0
89,synthetic_balanced_empirical_resample,17,2,case1,17,89017,2,7;14,7;6,1,1,1,8,18,0.008333333333333156,0.22761873079488582,1.568112498780585,33.150000000000254,33.15,50.0,3.0,0.3,250.0
90,synthetic_balanced_empirical_resample,20,1,case1,20,89020,2,2;18,2;2,1,1,1,8,18,0.00868055555555558,0.2515263986495112,1.3144804821408473,34.700000000000166,34.7,50.0,3.0,0.3,250.0
91,synthetic_balanced_empirical_resample,37,2,case1,41,89041,2,10;19,2;3,1,0,0,8,17,0.012152777777777679,0.37415432881505584,1.7203730544268525,35.00000000000015,75.0,50.0,3.0,0.3,250.0
92,synthetic_balanced_empirical_resample,41,1,case1,45,89045,2,0;13,0;5,1,1,1,8,18,0.008680555555555433,0.19100512480584514,1.8409465549814943,34.45000000000018,34.45,50.0,3.0,0.3,250.0
93,synthetic_balanced_empirical_resample,75,1,case1,82,89082,2,16;17,0;1,1,1,1,8,18,0.008680555555555433,0.2720341581907876,1.6216809816284279,33.10000000000026,33.1,50.0,3.0,0.3,250.0
94,synthetic_balanced_empirical_resample,72,1,case1,79,89079,2,9;11,1;3,1,1,1,8,18,0.011805555555555477,0.2593805847892985,1.7722146825326954,33.150000000000254,33.15,50.0,3.0,0.3,250.0
95,synthetic_balanced_empirical_resample,78,2,case1,86,89086,2,12;16,4;0,1,1,1,8,18,0.008680555555555433,0.3073655236542616,1.5438695106656213,33.95000000000021,33.95,50.0,3.0,0.3,250.0
96,synthetic_balanced_empirical_resample,28,2,case1,31,89031,2,2;10,2;2,1,1,1,8,18,0.014583333333333318,0.20240079125202676,1.7595279091600324,35.9000000000001,35.9,50.0,3.0,0.3,250.0
97,synthetic_balanced_empirical_resample,25,2,case1,27,89027,2,9;14,1;6,1,1,1,8,18,0.014583333333333023,0.2286781975764709,1.6592159362306687,33.10000000000026,33.1,50.0,3.0,0.3,250.0
98,synthetic_balanced_empirical_resample,74,3,case1,81,89081,2,3;16,3;0,1,1,1,8,18,0.005902777777777665,0.33152198473044303,1.43058882000288,33.10000000000026,33.1,50.0,3.0,0.3,250.0
99,synthetic_balanced_empirical_resample,15,1,case1,15,89015,2,1;4,1;4,1,1,1,8,18,0.014583333333333023,0.18194690747653963,1.6073017997402594,33.150000000000254,33.15,50.0,3.0,0.3,250.0
100,synthetic_balanced_empirical_resample,24,2,case1,25,89025,2,2;4,2;4,1,1,1,8,18,0.00868055555555558,0.22562441242359416,1.7552225344295804,33.35000000000024,33.35,50.0,3.0,0.3,250.0
101,synthetic_balanced_empirical_resample,27,2,case1,29,89029,2,4;13,4;5,1,1,1,8,18,0.0114583333333332,0.2903549782855269,1.7309498516820714,34.40000000000018,34.4,50.0,3.0,0.3,250.0
102,synthetic_balanced_empirical_resample,55,1,case1,60,89060,2,11;15,3;7,1,1,1,8,18,0.0149305555555553,0.24470046994860406,2.0308756121117213,33.150000000000254,33.15,50.0,3.0,0.3,250.0
103,synthetic_balanced_empirical_resample,73,2,case1,80,89080,2,1;4,1;4,1,1,1,8,18,0.014583333333333245,0.32771360296366014,1.6581558445969296,33.10000000000026,33.1,50.0,3.0,0.3,250.0
104,synthetic_balanced_empirical_resample,4,2,case1,4,89004,2,2;13,2;5,1,1,1,8,18,0.011458333333333496,0.26271418760485715,1.8115164187251827,34.45000000000018,34.45,50.0,3.0,0.3,250.0
105,synthetic_balanced_empirical_resample,23,2,case1,23,89023,2,1;7,1;7,1,1,1,8,18,0.014583333333333023,0.2910363324003434,1.5421494176955943,33.150000000000254,33.15,50.0,3.0,0.3,250.0
106,synthetic_balanced_empirical_resample,33,2,case1,37,89037,2,11;16,3;0,1,1,1,8,18,0.012152777777777754,0.306617990699167,1.6704570165035166,33.150000000000254,33.15,50.0,3.0,0.3,250.0
107,synthetic_balanced_empirical_resample,75,2,case1,82,89082,2,16;17,0;1,1,1,1,8,18,0.008680555555555433,0.2720341581907876,1.6216809816284279,33.10000000000026,33.1,50.0,3.0,0.3,250.0
108,synthetic_balanced_empirical_resample,19,2,case1,19,89019,2,15;18,7;2,1,1,1,8,18,0.00868055555555558,0.23103119578273112,1.6843132836805483,33.40000000000024,33.4,50.0,3.0,0.3,250.0
109,synthetic_balanced_empirical_resample,69,2,case1,76,89076,2,3;9,3;1,1,1,1,8,18,0.008680555555555433,0.2447947070166516,1.4039877041318403,33.10000000000026,33.1,50.0,3.0,0.3,250.0
110,synthetic_balanced_empirical_resample,84,1,case1,92,89092,2,1;2,1;2,1,0,0,8,16,0.00868055555555558,0.21661741027005588,1.5944737586452549,33.35000000000024,75.0,50.0,3.0,0.3,250.0
111,synthetic_balanced_empirical_resample,31,1,case1,34,89034,2,6;19,6;3,1,1,1,8,18,0.01458333333333317,0.31151713595915625,1.7337567123205282,33.10000000000026,33.1,50.0,3.0,0.3,250.0
112,synthetic_balanced_empirical_resample,67,1,case1,74,89074,2,6;16,6;0,1,1,1,8,18,0.005555555555555388,0.2963329893109403,1.6533562028429047,33.10000000000026,33.1,50.0,3.0,0.3,250.0
113,synthetic_balanced_empirical_resample,49,3,case1,54,89054,2,13;16,5;0,1,1,1,8,18,0.014930555555555522,0.2456453645340313,1.6046476295252217,34.45000000000018,34.45,50.0,3.0,0.3,250.0
114,synthetic_balanced_empirical_resample,86,1,case1,94,89094,2,7;18,7;2,1,1,1,8,18,0.00868055555555558,0.33822711134257205,1.5922602733703575,33.40000000000024,33.4,50.0,3.0,0.3,250.0
115,synthetic_balanced_empirical_resample,84,2,case1,92,89092,2,1;2,1;2,1,0,0,8,16,0.00868055555555558,0.21661741027005588,1.5944737586452549,33.35000000000024,75.0,50.0,3.0,0.3,250.0
116,synthetic_balanced_empirical_resample,9,1,case1,9,89009,2,1;14,1;6,1,1,1,8,18,0.011458333333332979,0.22495098971959945,1.571125497436433,33.10000000000026,33.1,50.0,3.0,0.3,250.0
117,synthetic_balanced_empirical_resample,14,1,case1,14,89014,2,12;15,4;7,1,1,1,8,18,0.0114583333333332,0.22385955599283014,1.5873335104551465,34.000000000000206,34.0,50.0,3.0,0.3,250.0
118,synthetic_balanced_empirical_resample,59,2,case1,66,89066,2,6;19,6;3,1,0,0,8,17,0.011805555555555477,0.15225488857409497,1.468441759967038,33.150000000000254,75.0,50.0,3.0,0.3,250.0
119,synthetic_balanced_empirical_resample,6,1,case1,6,89006,2,3;9,3;1,1,0,0,8,17,0.011805555555555255,0.3965666453142991,1.7804857195248858,33.10000000000026,75.0,50.0,3.0,0.3,250.0
120,synthetic_balanced_empirical_resample,80,4,case1,88,89088,2,5;7,5;7,1,1,1,8,18,0.0114583333333332,0.307910488574617,1.5899517082180212,35.15000000000014,35.15,50.0,3.0,0.3,250.0
121,synthetic_balanced_empirical_resample,54,1,case1,59,89059,2,13;14,5;6,1,1,1,8,18,0.0114583333333332,0.31319753190021615,1.470747481616238,34.550000000000175,34.550000000000004,50.0,3.0,0.3,250.0
122,synthetic_balanced_empirical_resample,1,2,case1,1,89001,2,10;18,2;2,1,1,1,8,18,0.00868055555555558,0.3132981942747487,1.652638372368254,35.950000000000095,35.95,50.0,3.0,0.3,250.0
123,synthetic_balanced_empirical_resample,87,4,case1,95,89095,2,5;14,5;6,1,1,1,8,18,0.008333333333333156,0.2879613167160864,1.8545260159057877,37.40000000000001,37.4,50.0,3.0,0.3,250.0
124,synthetic_balanced_empirical_resample,69,3,case1,76,89076,2,3;9,3;1,1,1,1,8,18,0.008680555555555433,0.2447947070166516,1.4039877041318403,33.10000000000026,33.1,50.0,3.0,0.3,250.0
125,synthetic_balanced_empirical_resample,23,3,case1,23,89023,2,1;7,1;7,1,1,1,8,18,0.014583333333333023,0.2910363324003434,1.5421494176955943,33.150000000000254,33.15,50.0,3.0,0.3,250.0
126,synthetic_balanced_empirical_resample,43,3,case1,47,89047,2,8;14,0;6,1,1,1,8,18,0.011805555555555255,0.21927155318637448,1.732388840236551,33.150000000000254,33.15,50.0,3.0,0.3,250.0
127,synthetic_balanced_empirical_resample,87,5,case1,95,89095,2,5;14,5;6,1,1,1,8,18,0.008333333333333156,0.2879613167160864,1.8545260159057877,37.40000000000001,37.4,50.0,3.0,0.3,250.0
128,synthetic_balanced_empirical_resample,77,2,case1,85,89085,2,3;11,3;3,1,1,1,8,18,0.008680555555555433,0.2933975250482656,1.7770363905866264,33.10000000000026,33.1,50.0,3.0,0.3,250.0
129,synthetic_balanced_empirical_resample,31,2,case1,34,89034,2,6;19,6;3,1,1,1,8,18,0.01458333333333317,0.31151713595915625,1.7337567123205282,33.10000000000026,33.1,50.0,3.0,0.3,250.0
130,synthetic_balanced_empirical_resample,6,2,case1,6,89006,2,3;9,3;1,1,0,0,8,17,0.011805555555555255,0.3965666453142991,1.7804857195248858,33.10000000000026,75.0,50.0,3.0,0.3,250.0
