reference_sample_id,data_status,reference_severity_class,source_difficulty_score,effective_failure_severity,source_E_co_time_s,source_E_n_g,source_E_miss_m,source_E_t_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
45,synthetic_planning_reference_v3,low,0.4160631773195197,0.08523962917526645,0.0633333333332303,0.164442386241477,2.61076306651002,34.95,0.05370484842667044,0.15483014709854429,2.3502625024670225,35.85
46,synthetic_planning_reference_v3,mild,0.5478587113694104,0.9555416512959651,0.0508333333332871,0.227130857802304,3.29991472396129,30.35,0.10278876072511993,0.32317582161936836,3.8830874792041894,33.0
47,synthetic_planning_reference_v3,low,0.3174928825369895,0.08090334426745108,0.0533333333332735,0.177256937214462,2.99853170606918,33.6,0.04764384777755094,0.1953451488241104,2.9944538216641394,33.9
48,synthetic_planning_reference_v3,moderate,0.280880007096514,1.0056439661992376,0.0716666666666015,0.126071232999995,2.91786059042471,30.25,0.07695076598047235,0.16824114022195383,3.4583737260443055,33.800000000000004
49,synthetic_planning_reference_v3,moderate,0.44528585227455886,1.3675967664481055,0.107499999999914,0.186589202688216,3.11485387242571,32.65,0.13935814745745262,0.26983757250670515,3.658396612988166,37.35
50,synthetic_planning_reference_v3,low,0.6872172447287594,0.10437065209680858,0.0583333333332916,0.261017704540549,3.00735471580301,32.05,0.05905045071099554,0.3240583363432809,3.0301788569087362,32.550000000000004
51,synthetic_planning_reference_v3,moderate,0.20421138876473321,1.0629977809120292,0.0808333333332712,0.0950985303877874,3.03379766654494,31.85,0.1075330609058631,0.08359798374045244,3.48531788110891,36.050000000000004
52,synthetic_planning_reference_v3,severe,0.36042918660943307,3.1277776775084685,0.0741666666666106,0.114819088391281,3.05674478268038,28.6,0.1865821532057821,0.35600394766620785,4.244770743267352,40.050000000000004
53,synthetic_planning_reference_v3,moderate,0.5854927566174657,1.036184312841497,0.070833333333303,0.226210083047484,3.43904121959225,33.5,0.06957239749969134,0.3255780626327398,4.425924269198102,37.15
54,synthetic_planning_reference_v3,moderate,0.42339369239026153,2.3467811917956998,0.0691666666666151,0.125859083896493,3.44245497266875,32.45,0.1122470696191677,0.33447718656852177,4.423807538321899,38.050000000000004
55,synthetic_planning_reference_v3,mild,0.6382165346307062,1.0297803357281166,0.113333333333219,0.108603403549747,3.36838707039277,39.95,0.15228785941912348,0.11156176512269808,4.017639895642224,43.900000000000006
56,synthetic_planning_reference_v3,mild,0.6155590851187119,0.6262912790652404,0.0583333333332803,0.239087994086964,2.73306828972563,31.45,0.06139214861860565,0.3389321679614763,2.7992191361331584,32.7
57,synthetic_planning_reference_v3,severe,0.6028834862451474,3.591948610560058,0.105833333333226,0.124684342422088,3.5007127435477,31.4,0.23497615589735543,0.5283416891516575,5.908463863906431,44.650000000000006
58,synthetic_planning_reference_v3,moderate,0.3248507197541869,1.7339588296740895,0.0716666666666015,0.0876492392052778,2.97916415388097,31.6,0.11389239473758046,0.0992528794480454,3.8568614178449323,38.650000000000006
59,synthetic_planning_reference_v3,low,0.5557015349037862,0.11288486883576829,0.0874999999999091,0.206411769473979,3.64114519586269,32.05,0.08844871598142956,0.23963910739219085,4.097464367701524,32.6
60,synthetic_planning_reference_v3,severe,0.4511962295951991,2.8125593002407983,0.0683333333332712,0.194347835971634,3.26587289331933,31.1,0.1343049154209768,0.5706155706140976,4.990050993676236,38.45
61,synthetic_planning_reference_v3,low,0.41566540074594205,0.06610031686687685,0.0741666666666219,0.120580416554798,3.63091418219778,31.05,0.08146880162487574,0.11654844033489711,3.9087570776289837,30.150000000000002
62,synthetic_planning_reference_v3,moderate,0.6361148352338423,1.665938964828608,0.109166666667056,0.135606420729121,2.80616788233591,31.6,0.17884031007019152,0.22855214989158332,3.690461057845711,38.800000000000004
63,synthetic_planning_reference_v3,moderate,0.423224470057035,2.3511797753069157,0.0591666666668971,0.178870197914363,3.24325436298689,33.75,0.09279008203601256,0.4105960123453936,4.445862602125422,44.550000000000004
64,synthetic_planning_reference_v3,mild,0.4619518844841667,0.4592497936402346,0.0550000000002001,0.198269681673262,3.12062165757581,33.4,0.04957954895296891,0.25275553061322387,3.3358382424432986,35.9
65,synthetic_planning_reference_v3,moderate,0.32014372157177456,1.2027883244722912,0.0883333333336395,0.132734760603241,3.34804708237125,30.35,0.11678252852134685,0.1210876922772348,4.072926559191248,33.95
66,synthetic_planning_reference_v3,mild,0.5081877777363997,0.31742144107876447,0.0741666666669289,0.182783003924133,2.96845721951895,32.15,0.06875108092446441,0.21173294467524056,3.1035586432017395,33.7
67,synthetic_planning_reference_v3,moderate,0.14322589039985628,0.8171520089728632,0.0750000000002728,0.201039527730671,2.80961032297709,28.45,0.09152778384518218,0.2518067979096033,3.313531541974384,30.200000000000003
68,synthetic_planning_reference_v3,moderate,0.41137688764341157,3.116958964349744,0.113333333333753,0.116333700242427,3.05116610781894,34.35,0.21915848689077075,0.30883314991699023,4.874740842186762,44.95
69,synthetic_planning_reference_v3,moderate,0.0907892855746251,0.8012986876418039,0.0508333333335258,0.0843347158540126,2.99141871016158,31.95,0.04064959699287142,0.07175160171851289,3.253476238645044,34.2
70,synthetic_planning_reference_v3,mild,0.18150967920447036,0.8737121144156772,0.0391666666668016,0.187109018528063,2.91115647926769,33.55,0.03468249865559751,0.21041467059282923,3.320094844892972,35.6
71,synthetic_planning_reference_v3,moderate,0.3586174422448251,1.1121452016941484,0.0466666666668516,0.138736009140844,3.40900944010872,32.55,0.06710269438242614,0.15938234994199738,3.924092312076272,36.2
72,synthetic_planning_reference_v3,low,0.2013581679883933,0.05868486431225675,0.0908333333336941,0.0823590778908487,3.07370103473895,31.9,0.10105453843673194,0.04498264957306037,3.1622083602974556,31.950000000000003
73,synthetic_planning_reference_v3,low,0.6489022867848371,0.214521448704779,0.0958333333336668,0.173944132954045,3.20802573505451,31.75,0.11231480014807872,0.2138161897944583,3.323524404225033,32.1
74,synthetic_planning_reference_v3,moderate,0.29716663452113684,2.5260553484332338,0.055833333333544,0.190345910699642,3.07952230092183,32.85,0.12983564307946732,0.3233665344218877,3.846277549592688,41.6
75,synthetic_planning_reference_v3,severe,0.7246511811425107,2.728528558842306,0.0975000000003547,0.100819850506829,3.19817070213234,35.75,0.18145666600048943,0.2300821014456887,4.42084796569981,44.95
76,synthetic_planning_reference_v3,mild,0.723054560649802,0.6891653681249009,0.105833333333749,0.24924219480061,2.76167508687376,32.4,0.1129923194367117,0.30528471664027457,2.9152077995748216,35.65
77,synthetic_planning_reference_v3,severe,0.4486670388790648,7.127914688054799,0.0308333333334531,0.182109050179749,3.44082615143554,32.0,0.11099901288379206,0.48609182475751694,6.940744930599188,45.0
78,synthetic_planning_reference_v3,low,0.8489819579786984,0.1166484842191908,0.140833333333853,0.13209571684204,3.27430387171979,36.15,0.17359026104902528,0.11004291632545178,3.390944584402081,37.9
79,synthetic_planning_reference_v3,low,0.4157326136285526,0.03708513286448401,0.0850000000003092,0.19939608326071,2.87651977386976,33.25,0.09204153206863222,0.2164566034183044,2.750685984508897,34.15
80,synthetic_planning_reference_v3,low,0.4935374916110289,0.10785780529031821,0.0700000000002547,0.134186732037583,3.01077975493291,32.45,0.07100629145368476,0.1216592525408808,3.0366380782358213,32.85
81,synthetic_planning_reference_v3,low,0.8914252506322675,0.08011075868301226,0.165833333333944,0.127658438206748,2.94889825531361,43.45,0.19796680451339208,0.0965866957891867,2.8925698843693923,44.7
82,synthetic_planning_reference_v3,mild,0.7252462337727706,1.3369268627156583,0.0916666666670153,0.212350951731776,3.22808190783639,34.25,0.10193242242599276,0.34549791893253123,3.8844085050368147,38.35
83,synthetic_planning_reference_v3,low,0.4585768100494851,0.07452028095405222,0.113333333333753,0.133579113293919,2.85711235239572,32.8,0.11503220986191487,0.11422873739099297,2.75489368378413,33.1
84,synthetic_planning_reference_v3,mild,0.4813111049049406,1.0228357112070385,0.0458333333335986,0.21621704347001,2.99321156856556,32.35,0.06230950683697507,0.2989045254453157,3.3804619359040755,37.800000000000004
85,synthetic_planning_reference_v3,moderate,0.7482806022643888,2.1951097520406995,0.0816666666669562,0.217114888469789,3.22813915201537,29.75,0.1305574321953077,0.3221155207412804,4.285056578102952,39.7
86,synthetic_planning_reference_v3,mild,0.47790477521175345,0.8791097089193998,0.104166666667038,0.0940286962992389,3.25254075578304,36.0,0.12569454193449214,0.09289378788067794,3.8881043498427323,39.550000000000004
87,synthetic_planning_reference_v3,mild,0.5731766987118907,0.8062075665993698,0.0625000000002729,0.194248704835977,3.03339163451722,32.0,0.0743217765321507,0.25840061331225905,3.2792038118860893,34.2
88,synthetic_planning_reference_v3,mild,0.4374759597536028,0.622081304928327,0.0625000000002274,0.225590448376553,2.93793304412364,34.35,0.06488000309554717,0.2849423671060733,3.204891915315147,36.65
89,synthetic_planning_reference_v3,moderate,0.5259774564869452,3.0896742176527265,0.116666666667084,0.124725075531505,2.87905719661578,35.65,0.19584792789316477,0.5062007846381724,4.357870204877084,43.550000000000004
90,synthetic_planning_reference_v3,moderate,0.5651268222002427,1.0038023945239203,0.0766666666669607,0.243120101992374,2.84186723961665,31.95,0.09872580474440283,0.33376758839163045,3.203448142558004,34.95
91,synthetic_planning_reference_v3,severe,0.6086748080824579,4.806866791445702,0.105000000000405,0.220792363279563,3.03465609328287,33.4,0.2267640091884033,0.6114496531134315,5.710465479669265,45.0
92,synthetic_planning_reference_v3,mild,0.7863794525211305,0.6711867386688514,0.145833333333849,0.185536187617522,3.22598103082981,37.85,0.21307338097584877,0.28894546945457583,3.706151551846117,42.95
93,synthetic_planning_reference_v3,moderate,0.6618945445668256,1.3982558210512872,0.0600000000002183,0.208969204139384,3.14893238388,31.05,0.12477838454186492,0.27621144204461495,3.7152894504098297,36.45
94,synthetic_planning_reference_v3,moderate,0.38789496960177305,2.5451529435195797,0.0508333333335486,0.137644788510875,3.55107812017026,29.5,0.06660665277501472,0.4116032696640628,5.335727040296321,36.550000000000004
95,synthetic_planning_reference_v3,moderate,0.771642718659885,2.0310404639703243,0.145833333333917,0.141735747816659,3.18322026637739,33.8,0.21482306092338327,0.3121158924146458,4.288216474469929,39.25
96,synthetic_planning_reference_v3,mild,0.5212299878591028,0.5042439941326693,0.0650000000002365,0.189521130781011,3.21189466820951,32.4,0.06879999875935178,0.23233024086109802,3.5118999950361984,34.6
97,synthetic_planning_reference_v3,low,0.505516922319108,0.0734171805545929,0.0616666666669062,0.199985756202264,2.75435348982716,32.4,0.05741241781745565,0.23765859289609942,2.5974939876475274,31.75
98,synthetic_planning_reference_v3,severe,0.27912057083796576,2.8199211924212952,0.106666666667047,0.0887534837601357,3.08277769448875,35.4,0.20395326546066841,0.23012238935616644,4.590774408454781,43.300000000000004
99,synthetic_planning_reference_v3,low,0.6694748274145447,0.11676996303031673,0.0941666666670244,0.247659198949646,2.83978284485074,33.4,0.09777097731084743,0.290320386409748,2.821875691274949,33.45
100,synthetic_planning_reference_v3,severe,0.5852597286939623,3.0610641380239545,0.0666666666669016,0.124112121319979,3.04001127130041,31.45,0.09555854336333858,0.16457764678478723,4.508374891284744,42.150000000000006
101,synthetic_planning_reference_v3,mild,0.7672208029548093,0.7449507134925603,0.104166666667015,0.101763460092862,3.06261723832721,34.05,0.14046875627330996,0.10688298596761846,3.5074059357099174,36.1
102,synthetic_planning_reference_v3,moderate,0.37406792245576453,1.4488278478365952,0.0691666666669562,0.191698443538943,3.08870756926491,31.9,0.11481931570817382,0.34607000774708996,3.7527728469447927,37.550000000000004
103,synthetic_planning_reference_v3,mild,0.44282435079745386,0.7142143511157654,0.0441666666668198,0.206747781202237,3.20908147990806,30.1,0.05138599342847156,0.26463691265257455,3.6497059529061233,31.75
104,synthetic_planning_reference_v3,mild,0.6461871108655475,0.9647856069358333,0.138333333333821,0.0991644186446114,3.32439991183294,35.4,0.18087267086917017,0.09403967736465882,4.027360823805067,40.2
105,synthetic_planning_reference_v3,mild,0.7851929429120004,1.1316522241280271,0.130000000000496,0.214672721502811,3.17455585419854,36.95,0.17354114785313235,0.4333060177740688,3.8081106537948255,42.75
106,synthetic_planning_reference_v3,moderate,0.5336127026649019,2.0642076249424623,0.0900000000003274,0.20851695821788,3.53451682490081,33.45,0.14508495531919316,0.372431629305207,4.978604039729681,42.7
107,synthetic_planning_reference_v3,moderate,0.7631940660700194,3.481293334316593,0.144166666667206,0.162556379287649,2.90970208821022,37.2,0.2552075153016179,0.41111335916971226,5.514219172909778,45.0
108,synthetic_planning_reference_v3,mild,0.392010974596137,0.4677266376197696,0.0508333333335713,0.235688463915828,2.77264352133298,30.8,0.06536194070976335,0.30702646800080585,2.7633553390128234,31.950000000000003
109,synthetic_planning_reference_v3,moderate,0.4848338665881124,2.167002367067075,0.0725000000002638,0.14456218317002,3.18081470192083,34.95,0.11585018918050853,0.32656082410946874,4.110586506396702,44.95
110,synthetic_planning_reference_v3,moderate,0.8445351383538864,1.869793920211429,0.145833333333849,0.166505814149996,3.33369487988698,36.3,0.1962704192717909,0.3758162626887456,4.240719589949971,43.95
111,synthetic_planning_reference_v3,low,0.21386514980327706,0.06127453062622251,0.0491666666668152,0.148220748040676,2.84579223910534,33.65,0.03146826977111556,0.16077605428628555,2.806080088674027,34.15
112,synthetic_planning_reference_v3,moderate,0.5748638457881251,0.8305524622555605,0.105000000000359,0.11858954852494,3.32097905596008,35.85,0.13232224581008978,0.10502887374774895,3.974774561941363,37.050000000000004
113,synthetic_planning_reference_v3,mild,0.3773962743824917,0.7499567380856768,0.0758333333336395,0.241327160374859,3.01733561637623,33.95,0.07990494749198195,0.3322504960043837,3.4429758494082643,38.0
114,synthetic_planning_reference_v3,moderate,0.2090825999171968,1.075892666812725,0.0441666666668652,0.123647863292222,2.81377118973152,33.1,0.025285836231774043,0.20516620968429097,3.1037218192116565,35.65
115,synthetic_planning_reference_v3,mild,0.6473713226573855,0.5579798535208284,0.15083333333389,0.126957151711656,3.15225013452568,36.45,0.1891222748175046,0.10841426868424749,3.4773785988029196,40.25
116,synthetic_planning_reference_v3,moderate,0.2655356923207818,2.1449248776788017,0.0600000000002638,0.230380075037511,3.13718244080404,33.6,0.08478364710055798,0.4092650307328982,4.287474461397669,38.1
117,synthetic_planning_reference_v3,moderate,0.27512147461703806,1.7576284153941963,0.0808333333336577,0.0768507533838619,3.13024914383731,32.1,0.10270683202438495,0.09370894197035762,3.948521278105141,35.45
118,synthetic_planning_reference_v3,severe,0.7614417975079745,3.593044038705502,0.100833333333662,0.155156858606632,3.0347992999939,38.2,0.232963796389671,0.4092176691044736,4.727853583334543,45.0
119,synthetic_planning_reference_v3,mild,0.4170357668356091,0.8437071910610817,0.0625000000002729,0.196817091592143,3.15710860951807,32.0,0.07835692465830718,0.26632723459655694,3.54970794693033,35.300000000000004
120,synthetic_planning_reference_v3,low,0.7512515471877766,0.14422996034786079,0.158333333333894,0.145106987001393,3.44341940500092,33.9,0.18952242765017469,0.14813658717317582,3.783669271027432,34.6
121,synthetic_planning_reference_v3,mild,0.3507178635066294,1.0990671840922155,0.0700000000003001,0.189524978863291,2.91605322164669,34.0,0.0802899063381158,0.291879759067511,3.6490613246054298,38.650000000000006
122,synthetic_planning_reference_v3,low,0.36475918187653694,0.09031826491074632,0.0516666666667788,0.166520719463039,2.94229254126569,35.4,0.04791958686569308,0.1684773524723508,2.968869988347535,36.15
123,synthetic_planning_reference_v3,low,0.855462438294194,0.11306304548538244,0.128333333333785,0.19031427302745,3.3658578486441,39.0,0.1495184972263221,0.20823621926273253,3.6406231166551417,40.75
124,synthetic_planning_reference_v3,mild,0.3634799231731284,0.5332448918777243,0.0525000000001455,0.12768607680823,3.53419290971773,32.05,0.0541902548816455,0.15257170807039966,4.07608117596513,34.45
125,synthetic_planning_reference_v3,mild,0.43112552003693483,0.8079400198926269,0.0608333333335395,0.112728111668265,3.05720011121953,35.7,0.0689614574821257,0.12880912035348094,3.38021053994638,39.5
126,synthetic_planning_reference_v3,moderate,0.4259536763427405,1.6212446662578903,0.0816666666669789,0.236814407075463,3.0709228252922,33.1,0.09402548083036759,0.41156798525695076,3.871063531343025,39.6
127,synthetic_planning_reference_v3,mild,0.4066112737006988,0.3863362725026206,0.0516666666668243,0.117931483201938,3.75164930247227,35.2,0.03871922095733279,0.09599536231789024,4.289017571304758,36.9
128,synthetic_planning_reference_v3,mild,0.5423720635512985,0.7155326761360125,0.0950000000003001,0.153394884995258,2.74709062117621,35.85,0.10633957097197227,0.17102302961982782,2.841043931596255,39.45
129,synthetic_planning_reference_v3,low,0.7284370890770729,0.13399485291330893,0.0575000000001637,0.235238128240702,3.45892705024491,30.1,0.04282542575337899,0.2910439578507088,3.7331540799919405,30.0
130,synthetic_planning_reference_v3,mild,0.23881202150119657,0.8905098985954509,0.0658333333336032,0.116403569361759,3.04508047284736,30.8,0.08328910337729684,0.1889152394663529,3.486996923452038,32.800000000000004
131,synthetic_planning_reference_v3,low,0.8887210358865384,0.09207370121847262,0.0983333333336759,0.129170677009312,3.58608436786153,37.65,0.10503729711470025,0.09841369242608704,3.9572077481472654,38.6
132,synthetic_planning_reference_v3,mild,0.5529754619131642,0.9048994389753932,0.0416666666668334,0.257025368960854,2.67133328674819,33.0,0.049507324468861316,0.39214175404522045,2.8469916694983097,36.15
133,synthetic_planning_reference_v3,severe,0.4417180367714986,2.5862259988397094,0.123333333333767,0.0901307502748821,3.64386947961953,34.05,0.21213692340367393,0.2471718832327104,5.637167471174254,43.35
134,synthetic_planning_reference_v3,moderate,0.5931421253077167,1.938003908272981,0.088333333333685,0.18038834432886,3.40527568035034,39.55,0.11623994909266049,0.318184881955887,4.662318238896743,44.95
135,synthetic_planning_reference_v3,mild,0.3809646645102345,0.5184803189534148,0.0616666666669516,0.165102425479847,3.28867276090126,32.5,0.0696519758735606,0.21872438463876892,3.5974938389049838,34.4
136,synthetic_planning_reference_v3,moderate,0.48174062648273996,1.5571527423726823,0.0875000000002728,0.119762007553637,2.91602950341828,33.5,0.11484138931928432,0.19524738742057168,3.8296808201702763,39.400000000000006
137,synthetic_planning_reference_v3,mild,0.32237224535718206,0.5412587669297577,0.0575000000001637,0.190192695325023,3.06660181491203,28.65,0.0497918635571843,0.2606977100242944,3.3394294939211457,30.25
138,synthetic_planning_reference_v3,moderate,0.6552063564682619,0.9605265481189719,0.0716666666668971,0.208391174646969,3.04170278648878,32.05,0.07334949901885447,0.295563729899571,3.483689338959228,35.0
139,synthetic_planning_reference_v3,moderate,0.6139573798551206,1.1985286650895002,0.170833333333985,0.107550464652582,3.50659279227078,35.8,0.24444843880194417,0.11580079841282168,4.321511570279523,42.1
140,synthetic_planning_reference_v3,mild,0.2850661013224555,0.46340415829251663,0.0850000000003092,0.212085267060363,3.26712175475113,34.1,0.10344109627428508,0.25278781741053385,3.607684070062099,35.6
141,synthetic_planning_reference_v3,mild,0.44031370505076844,0.665870744168924,0.0616666666668607,0.201783894541098,2.88328863347332,33.0,0.05769039292755648,0.2615905418540905,3.048097566284379,36.6
142,synthetic_planning_reference_v3,low,0.6222746915770551,0.11258323246982536,0.0716666666669425,0.135604721322352,2.95599200755692,39.9,0.06876183574844942,0.13159702583768423,2.8537604441145903,41.85
