reference_sample_id,data_status,reference_severity_class,source_E_co_time_s,source_E_n_g,source_E_miss_m,source_E_t_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
57,synthetic_planning_reference_v2,moderate,0.048333333333278,0.0650776836703626,3.05743491677296,26.85,0.06281414564667172,0.07891588528286722,3.5767117058452356,30.05
58,synthetic_planning_reference_v2,mild,0.0499999999999773,0.0843646405283446,3.02187552037194,29.55,0.05815122059606318,0.09807448841529885,3.322058970749943,31.900000000000002
59,synthetic_planning_reference_v2,mild,0.0783333333332621,0.0877118431803573,2.99405034415538,29.05,0.09003983940830237,0.10118625268740845,3.2638314201154333,31.35
60,synthetic_planning_reference_v2,moderate,0.0608333333332894,0.0843145041658912,3.08667704540527,29.2,0.07384335285958123,0.10136964165281469,3.518968728490447,32.35
61,synthetic_planning_reference_v2,moderate,0.0466666666666242,0.0718497977486643,3.01058721178508,29.6,0.06086397064423314,0.08911324227328152,3.5541573195120932,33.6
62,synthetic_planning_reference_v2,mild,0.0433333333332939,0.074230038891235,3.56967450706339,28.0,0.04895670353298037,0.08593123221381371,3.978864410267151,30.25
63,synthetic_planning_reference_v2,moderate,0.0574999999999591,0.0746236010408256,2.73023994877996,28.2,0.07616286367231889,0.0912603075818238,3.260536523313891,32.050000000000004
64,synthetic_planning_reference_v2,mild,0.066666666666606,0.0746465905545317,3.55380171873137,29.35,0.07702606958758158,0.0858823198757169,3.951293159616595,31.700000000000003
65,synthetic_planning_reference_v2,mild,0.0483333333332894,0.0728158731078029,3.22850302594549,29.3,0.056719017572230565,0.08501819149401493,3.559394675052299,31.650000000000002
66,synthetic_planning_reference_v2,severe,0.0458333333332803,0.0749045566948625,2.60476935171051,29.25,0.07439977953802043,0.100335923715342,3.427542911294377,35.35
67,synthetic_planning_reference_v2,mild,0.0458333333332803,0.0797552389490927,3.19602068299174,29.5,0.05059283736361665,0.09374570977848581,3.5200801626607454,31.950000000000003
68,synthetic_planning_reference_v2,mild,0.0408333333332962,0.0847421329066132,3.14881866212172,29.45,0.04746528614538247,0.0999987044212414,3.5018131895904316,31.900000000000002
69,synthetic_planning_reference_v2,mild,0.0208333333332916,0.0651479236439753,2.85314392388212,28.75,0.022704483913460152,0.07509444809058745,3.118829332892546,30.950000000000003
70,synthetic_planning_reference_v2,mild,0.0466666666668289,0.0604442949226893,3.23200893982974,27.55,0.05288097638243272,0.06789639921551462,3.556472373879181,29.55
71,synthetic_planning_reference_v2,mild,0.0700000000002547,0.0886772200345055,3.04102165853596,28.95,0.0821248738148787,0.10333676020581463,3.3573493421578933,31.25
72,synthetic_planning_reference_v2,mild,0.0625000000002274,0.0779192301858054,3.47470108244001,28.75,0.07362067990610659,0.09159376281731357,3.872449856309943,31.150000000000002
73,synthetic_planning_reference_v2,mild,0.0641666666669153,0.0728481836498816,2.91417720802636,28.75,0.07505502251629131,0.08570391565936665,3.2046003565825396,31.150000000000002
74,synthetic_planning_reference_v2,mild,0.0666666666669244,0.0756040521914151,2.7392192522775,29.0,0.07667566495130423,0.08661190514329668,2.981110334218858,31.200000000000003
75,synthetic_planning_reference_v2,severe,0.0550000000002001,0.0683162613770049,2.91019300108276,29.2,0.07871750598153641,0.09114026331011695,3.602529479659283,34.5
76,synthetic_planning_reference_v2,moderate,0.0516666666668698,0.072609595791462,3.24229915778647,27.0,0.06364920683815702,0.08747608988360017,3.748926107405095,30.150000000000002
77,synthetic_planning_reference_v2,mild,0.049166666666838,0.086835153024569,2.75294491185464,29.8,0.05518208916448289,0.10139249125308038,2.9872464221559696,32.25
78,synthetic_planning_reference_v2,severe,0.0391666666668243,0.0572470133343907,2.99243708145589,29.15,0.05578312140872849,0.072446831230729,3.6221483320573844,33.95
79,synthetic_planning_reference_v2,severe,0.0700000000002547,0.101177802118527,2.56961895510671,30.35,0.09578770137065123,0.1275221510319971,3.166244957366357,35.35
80,synthetic_planning_reference_v2,moderate,0.056666666666888,0.0739741899826757,2.99466537088092,29.05,0.07129774246480153,0.0922566073394959,3.5052399600815853,32.65
81,synthetic_planning_reference_v2,mild,0.0625000000002501,0.0679184998381808,2.95365891830291,29.4,0.06982221942738999,0.07546699136868859,3.2043575337057115,31.55
82,synthetic_planning_reference_v2,mild,0.052500000000191,0.0584842072863597,2.76072977875961,29.85,0.06109578777843334,0.06948963865897803,3.0313117495859254,32.300000000000004
83,synthetic_planning_reference_v2,mild,0.0383333333334804,0.0787255800565753,2.55295956279022,27.0,0.04407967393502481,0.091624239888455,2.7812699785930417,29.0
84,synthetic_planning_reference_v2,mild,0.0458333333335077,0.0608156938203018,2.90059940601813,26.85,0.05308702109958208,0.07131803473723895,3.2027369244974686,28.85
85,synthetic_planning_reference_v2,moderate,0.0475000000001728,0.0745273318560432,3.24343639342262,29.15,0.0651069499215298,0.09273540053138764,3.845542970624602,33.1
86,synthetic_planning_reference_v2,mild,0.0791666666669698,0.0725249265592823,2.99424810976031,28.35,0.0956155788355365,0.08646610223052285,3.3677786831510725,30.650000000000002
87,synthetic_planning_reference_v2,mild,0.0433333333334986,0.0551380059049758,2.7885089404431,28.95,0.05076407928133984,0.0643046947519503,3.0151602136857836,31.25
88,synthetic_planning_reference_v2,mild,0.0541666666668789,0.0845392297098086,2.6766743757683,29.2,0.060953082741741056,0.09740870166077668,2.870513208235025,31.55
89,synthetic_planning_reference_v2,moderate,0.0341666666668061,0.064391217518416,3.14362226513631,29.45,0.049480058429672805,0.08117892274097473,3.761250009543985,33.5
90,synthetic_planning_reference_v2,mild,0.0758333333336168,0.0757853416214359,2.94642767307362,29.2,0.08822602764181514,0.08830696235447145,3.2064397505981677,31.6
91,synthetic_planning_reference_v2,mild,0.0858333333336532,0.0912605309581232,2.96478737502861,28.5,0.0989042053696018,0.10661544808944966,3.2486790564025756,30.6
92,synthetic_planning_reference_v2,mild,0.0591666666668971,0.0711426253571649,2.77271674573731,29.35,0.06896179186641148,0.08184846866336637,3.010278658077222,31.700000000000003
93,synthetic_planning_reference_v2,moderate,0.0383333333335031,0.0520236677447797,2.75464912199356,27.15,0.051408666113406595,0.06478934388704793,3.2558541463175668,30.450000000000003
94,synthetic_planning_reference_v2,mild,0.0458333333334622,0.0800790270769753,2.74802866293213,28.6,0.05199027419643535,0.09356144839727892,2.981980450287596,30.85
95,synthetic_planning_reference_v2,mild,0.0625000000002501,0.0528324579220932,2.87370208841528,27.4,0.07308897045359491,0.06311787991195371,3.1658211923105086,29.5
96,synthetic_planning_reference_v2,mild,0.0658333333335804,0.0864823430867871,2.56289289787504,28.45,0.07577164787056201,0.09878104359691935,2.6792553620287216,30.650000000000002
97,synthetic_planning_reference_v2,mild,0.0558333333334986,0.066626836367135,2.8598757953565,29.35,0.06553828895263267,0.07656890502823732,3.1408690647665867,31.75
98,synthetic_planning_reference_v2,mild,0.0450000000002547,0.0872714741544423,2.86617027465134,25.7,0.049357340516614695,0.1011727932762847,3.111797042865403,27.35
99,synthetic_planning_reference_v2,moderate,0.0658333333336032,0.0659795229596178,3.01816009566608,29.9,0.0843879631434269,0.082081635087424,3.502974853984579,33.7
100,synthetic_planning_reference_v2,moderate,0.0491666666669062,0.0615423521341718,3.37507039462564,29.85,0.0683299425877708,0.07936912281504184,4.053932356900958,34.2
101,synthetic_planning_reference_v2,mild,0.0350000000001501,0.0744104286505885,3.31992808303986,29.8,0.03992794131754356,0.0891442473409988,3.697357403167911,32.35
102,synthetic_planning_reference_v2,moderate,0.0541666666668789,0.0645743220310499,3.16604353430846,28.85,0.07042536946952357,0.08051726533812875,3.6635113137866107,32.550000000000004
103,synthetic_planning_reference_v2,mild,0.0583333333335531,0.0827972581213207,3.19166249919787,29.75,0.06608924780903046,0.0962258763087976,3.5296521974251753,32.25
104,synthetic_planning_reference_v2,mild,0.0375000000001592,0.0615995545775712,2.87255144290532,29.45,0.04405316188160182,0.0723186640871918,3.201458005568466,32.0
105,synthetic_planning_reference_v2,mild,0.0475000000001955,0.0877985376868186,3.19956649167443,28.85,0.053895269039697706,0.10244668045520362,3.5498033722086446,31.200000000000003
106,synthetic_planning_reference_v2,moderate,0.0416666666668561,0.0739519460128869,2.83696509921179,29.85,0.053404693349237115,0.09088349663489455,3.329884672448575,33.550000000000004
107,synthetic_planning_reference_v2,moderate,0.0458333333334849,0.0776446818274322,3.16466829204658,28.5,0.057216227373894264,0.09392860207177073,3.689595033211903,31.75
108,synthetic_planning_reference_v2,moderate,0.0591666666668743,0.0652396191186744,3.41157037293071,28.15,0.07531788706029223,0.08014089187546639,3.94373359485116,31.5
109,synthetic_planning_reference_v2,moderate,0.0608333333335395,0.0862801287858127,3.36421430801901,29.45,0.07725750657119519,0.10486895257466934,3.9399392633137706,33.25
110,synthetic_planning_reference_v2,mild,0.051666666666847,0.076877479836234,2.91855060035787,27.75,0.05899499722171755,0.08902221885950914,3.191688811870826,30.1
111,synthetic_planning_reference_v2,severe,0.0491666666668607,0.060693947066351,3.20922411363912,28.6,0.0780536884432121,0.08558516228864398,4.122725958581012,34.4
112,synthetic_planning_reference_v2,mild,0.0533333333335349,0.0803390152426727,2.5974649825888,28.7,0.06371797034243397,0.0962733195367927,2.9079791425312713,31.05
113,synthetic_planning_reference_v2,moderate,0.0458333333334849,0.0649778953730957,2.9532746269018,28.55,0.06313518767539757,0.083198634654859,3.5183125661968733,32.5
114,synthetic_planning_reference_v2,mild,0.0475000000001955,0.0634820581531919,3.29640351370374,28.65,0.053565053791409,0.0733448649957556,3.640286624015754,30.900000000000002
115,synthetic_planning_reference_v2,mild,0.0683333333335895,0.0822217134944214,2.85374599903739,28.7,0.07783323312227305,0.09846215065735023,3.153848657477067,31.200000000000003
116,synthetic_planning_reference_v2,mild,0.0341666666667834,0.0670794690087757,2.91679256736671,28.4,0.03698975567925039,0.07729659251662013,3.1794938795759795,30.6
117,synthetic_planning_reference_v2,moderate,0.0375000000001364,0.0681625251818173,3.25415940373357,29.85,0.051241951588362145,0.08543547744090438,3.8348528216912094,33.9
118,synthetic_planning_reference_v2,mild,0.0408333333334895,0.0616619465936906,3.2686897688854,29.0,0.04607733996968792,0.07075712546218514,3.640970788454106,31.200000000000003
119,synthetic_planning_reference_v2,mild,0.060833333333585,0.0826922849233657,2.80026336611908,28.75,0.06810294655401593,0.09520804333095728,3.058454231062375,31.1
120,synthetic_planning_reference_v2,mild,0.0550000000001774,0.0749096845708665,2.54151262921582,27.5,0.0640239265329344,0.08956030180687437,2.777349172277736,29.6
121,synthetic_planning_reference_v2,moderate,0.031666666666797,0.0592094932121508,3.11239640176094,29.6,0.039613026052845064,0.06997153739803702,3.5917021460049487,32.95
122,synthetic_planning_reference_v2,mild,0.064166666666938,0.0743703666042568,2.43974779107234,30.05,0.0751694731781926,0.08568346524842284,2.6491524999336056,32.7
123,synthetic_planning_reference_v2,mild,0.0400000000001683,0.0901125616757764,2.99912647237006,27.25,0.04409139301714456,0.10323416392596156,3.250346118884332,29.25
124,synthetic_planning_reference_v2,mild,0.0333333333334849,0.0645664995334862,2.84558908639395,29.15,0.03760416536763021,0.07444918652614654,3.1532866495641634,31.5
125,synthetic_planning_reference_v2,mild,0.0308333333334758,0.0498254489250108,2.99885729323789,28.35,0.03552085761444099,0.05880876108264229,3.2866564247959813,30.6
126,synthetic_planning_reference_v2,moderate,0.0375000000001137,0.0626068311133173,2.94086709859086,29.4,0.05036709378129388,0.07955668002210223,3.465618571548229,33.050000000000004
127,synthetic_planning_reference_v2,mild,0.0400000000001683,0.0566524125101633,2.41812895185804,28.65,0.04466797203302508,0.06334068083393599,2.592465189620835,30.8
128,synthetic_planning_reference_v2,moderate,0.0458333333334622,0.066754120583078,3.14286820739606,29.75,0.06031858545873198,0.08448237121244365,3.733674969886634,33.85
129,synthetic_planning_reference_v2,moderate,0.0441666666668425,0.0748306164424312,2.87484371071814,28.25,0.05752188721821984,0.0935104568433089,3.4037544821984977,32.1
130,synthetic_planning_reference_v2,mild,0.0408333333334895,0.0583485736271604,2.64908392486267,28.75,0.04375993556335537,0.06624392447172583,2.865927506059862,30.85
131,synthetic_planning_reference_v2,mild,0.0416666666668107,0.0734963058013449,2.80823860485153,27.75,0.047629822507016396,0.08473890972723754,3.082705922136211,29.75
132,synthetic_planning_reference_v2,mild,0.0591666666668743,0.0849320264585277,2.65206180031538,28.95,0.06816281644887263,0.09842394628268117,2.8636684375690216,31.25
133,synthetic_planning_reference_v2,mild,0.0425000000001546,0.0664633132658474,2.78244584108362,28.05,0.046055208078481416,0.07453007793399014,3.0346439246059593,30.25
134,synthetic_planning_reference_v2,mild,0.0425000000001546,0.0669307248276827,2.71522980696172,30.05,0.04894565882625464,0.07811896006072588,3.0279870269059077,32.75
135,synthetic_planning_reference_v2,moderate,0.0625000000002274,0.0852443836485585,2.69880534490898,28.65,0.078996287928338,0.10612415161028643,3.1383388231191756,32.15
136,synthetic_planning_reference_v2,mild,0.0550000000002228,0.0693265768600052,3.41624746371025,29.75,0.06169866394472941,0.08003471926352834,3.7505939240972994,32.0
137,synthetic_planning_reference_v2,moderate,0.0733333333336077,0.0845677798649035,3.36201208164096,29.7,0.09479628084684166,0.10396078588169476,3.9950324642150665,33.7
138,synthetic_planning_reference_v2,severe,0.040000000000191,0.0510999178936023,3.11499408653925,29.6,0.05956727959527344,0.06987862521030162,3.884261256559704,35.050000000000004
139,synthetic_planning_reference_v2,moderate,0.0758333333336395,0.0802834944398284,2.56093274890948,28.35,0.09562289746748247,0.09834755185612302,3.008836075027603,31.950000000000003
140,synthetic_planning_reference_v2,moderate,0.0466666666668516,0.0537830840542921,2.82282869634691,28.3,0.05715004581208505,0.06651609910416462,3.2213551826231184,31.400000000000002
141,synthetic_planning_reference_v2,moderate,0.0600000000003092,0.0556737366609123,3.31221866245649,29.9,0.07970695855125742,0.07176511822150403,3.951106827885005,34.1
142,synthetic_planning_reference_v2,moderate,0.0466666666668516,0.0765906020835233,2.76754067792649,28.95,0.06210015895979823,0.09374233616690612,3.269512812011691,32.7
143,synthetic_planning_reference_v2,mild,0.0491666666668607,0.0822297505582834,3.09554227535588,28.95,0.053395655958651575,0.09310098980726156,3.3810968474402343,31.1
144,synthetic_planning_reference_v2,mild,0.0391666666667788,0.0519471598408434,3.32235187522981,28.8,0.04382582733711615,0.06011744705091461,3.6544091296251042,31.0
145,synthetic_planning_reference_v2,moderate,0.0533333333334667,0.0741837420561043,2.92303522724768,29.3,0.07597783796625078,0.09689736869147793,3.5888409449699346,34.1
146,synthetic_planning_reference_v2,mild,0.060833333333585,0.084083555131403,2.81741856905776,29.4,0.07006170807498262,0.0985275749465291,3.096836874280622,31.700000000000003
147,synthetic_planning_reference_v2,moderate,0.052500000000191,0.0502958257965307,3.36810804588336,29.55,0.06829523644748786,0.06365935484685002,3.9784052751028534,33.45
148,synthetic_planning_reference_v2,mild,0.0575000000001637,0.064110933838071,3.65244519988817,30.4,0.06840279722687378,0.07367601379744719,4.069399971926492,33.050000000000004
149,synthetic_planning_reference_v2,mild,0.0425000000001546,0.06704069701728,2.70773265529644,27.45,0.04903998486665611,0.0785839367827328,2.9840072943338685,29.5
150,synthetic_planning_reference_v2,mild,0.0691666666669335,0.077827695591608,3.08618093979573,29.4,0.08115548917930757,0.09122160590048216,3.4368057501588356,31.950000000000003
151,synthetic_planning_reference_v2,severe,0.0433333333334758,0.0620486483348521,3.25888306861667,27.6,0.0824805424150435,0.09411090844875204,4.532474100641421,35.550000000000004
152,synthetic_planning_reference_v2,mild,0.0366666666667243,0.0610676825959233,2.82161826106629,26.75,0.044212004643022614,0.07164083206070751,3.1479696335401237,28.900000000000002
153,synthetic_planning_reference_v2,moderate,0.0333333333334394,0.0500666975042593,2.63544297692602,27.25,0.047260786954822144,0.06460013941615654,3.132496158669307,30.900000000000002
154,synthetic_planning_reference_v2,mild,0.069166666666888,0.0681135890735232,3.47291264856884,29.4,0.07934916289168079,0.07956214914933639,3.823569220328417,31.85
155,synthetic_planning_reference_v2,mild,0.0625000000002274,0.0697554261709372,3.13538087290867,29.4,0.07531738743692526,0.08173715887483997,3.46537796878881,31.900000000000002
156,synthetic_planning_reference_v2,mild,0.056666666666888,0.0716215776090743,2.78398228678066,28.65,0.06517177152571425,0.0846596657585461,3.03859343168946,30.900000000000002
157,synthetic_planning_reference_v2,mild,0.048333333333494,0.0634692128596729,2.26101156683056,29.1,0.055723491775972044,0.07441301470590318,2.431191427556179,31.450000000000003
158,synthetic_planning_reference_v2,moderate,0.0325000000001182,0.0481527481331342,3.26920410089706,28.45,0.047636727014578224,0.06274752112420313,3.914399062824804,32.300000000000004
159,synthetic_planning_reference_v2,mild,0.0425000000001091,0.0699959933151541,3.30743883403976,27.2,0.04871525625173295,0.08107102684542199,3.6087530253876996,29.200000000000003
160,synthetic_planning_reference_v2,mild,0.0566666666668425,0.0994184567897981,3.00902135688369,27.45,0.06399610422016296,0.11504641576395362,3.30722840824129,29.650000000000002
161,synthetic_planning_reference_v2,moderate,0.0358333333334485,0.0719729714305025,2.87515732500884,28.15,0.049177934743097396,0.08915817357754449,3.3622104377149826,31.8
162,synthetic_planning_reference_v2,moderate,0.056666666666888,0.0760367650693256,2.63099440913058,28.4,0.0733920472858128,0.09476930978166959,3.0856539471374687,32.0
163,synthetic_planning_reference_v2,mild,0.0541666666668789,0.0841960145364016,2.82107280280165,28.95,0.06279800717249544,0.09982460080766516,3.0876534568789213,31.3
164,synthetic_planning_reference_v2,severe,0.0408333333334212,0.0738886459468171,2.89404709827804,29.85,0.06390040045782996,0.09866882988925567,3.6939739497553723,35.75
165,synthetic_planning_reference_v2,mild,0.0416666666667879,0.0617367701687188,3.03008253568697,29.1,0.047751952720350016,0.07241525505169216,3.360775015449053,31.5
166,synthetic_planning_reference_v2,mild,0.0458333333335759,0.052409605822088,2.84082170643905,29.35,0.05300972460167845,0.061315414206397495,3.143441554644758,31.650000000000002
167,synthetic_planning_reference_v2,moderate,0.0358333333334485,0.0753632632463902,3.27072548730102,29.15,0.0476343113464125,0.09299428847986757,3.8252308933042145,32.65
168,synthetic_planning_reference_v2,severe,0.0425000000001546,0.0593076772659683,2.80492712009407,28.75,0.06815616513317407,0.08287149027424835,3.669726489332968,34.800000000000004
169,synthetic_planning_reference_v2,mild,0.0508333333335031,0.0659809609801317,2.27423691720392,28.05,0.05574150396781878,0.07544377422463149,2.4098441367763086,30.150000000000002
170,synthetic_planning_reference_v2,moderate,0.052500000000191,0.075140414783775,2.77603036726188,26.15,0.06871617869569233,0.09150308293992629,3.291947197442838,29.450000000000003
171,synthetic_planning_reference_v2,mild,0.048333333333494,0.0582035537768905,3.32195851305996,29.1,0.055811730383839284,0.06652948379847254,3.6456200020417926,31.450000000000003
