reference_sample_id,data_status,source_E_co_time_s,source_E_n_g,source_E_miss_m,source_E_t_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
96,synthetic_planning_reference,0.0658333333335804,0.0864823430867871,2.56289289787504,28.45,0.07365071424172694,0.09546800417777503,2.7791362289187758,30.150000000000002
97,synthetic_planning_reference,0.0558333333334986,0.066626836367135,2.8598757953565,29.35,0.0623832122396863,0.07377756152555262,3.077983289133505,31.150000000000002
98,synthetic_planning_reference,0.0450000000002547,0.0872714741544423,2.86617027465134,25.7,0.049686482171773474,0.09548628672678626,3.099585828790605,27.150000000000002
99,synthetic_planning_reference,0.0658333333336032,0.0659795229596178,3.01816009566608,29.9,0.07456252651742112,0.0716240019158723,3.271291054956988,31.650000000000002
100,synthetic_planning_reference,0.0491666666669062,0.0615423521341718,3.37507039462564,29.85,0.0542933352883852,0.06746495628144117,3.6263331053879706,31.700000000000003
101,synthetic_planning_reference,0.0350000000001501,0.0744104286505885,3.31992808303986,29.8,0.03931578969704521,0.08136569819102957,3.5996403641203005,31.650000000000002
102,synthetic_planning_reference,0.0541666666668789,0.0645743220310499,3.16604353430846,28.85,0.06051420312325443,0.07157226645648257,3.4139948181012545,30.650000000000002
103,synthetic_planning_reference,0.0583333333335531,0.0827972581213207,3.19166249919787,29.75,0.06612787730714524,0.09078960589393177,3.4170096079128904,31.6
104,synthetic_planning_reference,0.0375000000001592,0.0615995545775712,2.87255144290532,29.45,0.04217462647108895,0.06813507361949804,3.125271134046164,31.3
105,synthetic_planning_reference,0.0475000000001955,0.0877985376868186,3.19956649167443,28.85,0.05381334853054092,0.09595393551293857,3.4638974546458763,30.55
106,synthetic_planning_reference,0.0416666666668561,0.0739519460128869,2.83696509921179,29.85,0.04725720361344625,0.08113891966800105,3.0539400070484666,31.650000000000002
107,synthetic_planning_reference,0.0458333333334849,0.0776446818274322,3.16466829204658,28.5,0.051478518475242756,0.08472488163149841,3.434643855029162,30.200000000000003
108,synthetic_planning_reference,0.0591666666668743,0.0652396191186744,3.41157037293071,28.15,0.06644891083469741,0.07087668849604327,3.694730407629497,29.85
109,synthetic_planning_reference,0.0608333333335395,0.0862801287858127,3.36421430801901,29.45,0.0672341897830347,0.09471763225283963,3.6448122335464674,31.200000000000003
110,synthetic_planning_reference,0.051666666666847,0.076877479836234,2.91855060035787,27.75,0.05801162537344485,0.0839847891163915,3.1617516791753397,29.400000000000002
111,synthetic_planning_reference,0.0491666666668607,0.060693947066351,3.20922411363912,28.6,0.05604043946896043,0.06703387763836514,3.4815442603987083,30.35
112,synthetic_planning_reference,0.0533333333335349,0.0803390152426727,2.5974649825888,28.7,0.06026607249302104,0.08752982359707062,2.7929185943962502,30.450000000000003
113,synthetic_planning_reference,0.0458333333334849,0.0649778953730957,2.9532746269018,28.55,0.05082819677485608,0.07085389753929631,3.176354566127517,30.200000000000003
114,synthetic_planning_reference,0.0475000000001955,0.0634820581531919,3.29640351370374,28.65,0.05413565142428317,0.0694487167601199,3.566461323689449,30.35
115,synthetic_planning_reference,0.0683333333335895,0.0822217134944214,2.85374599903739,28.7,0.0765698004163565,0.09063440548257275,3.086981262172455,30.35
116,synthetic_planning_reference,0.0341666666667834,0.0670794690087757,2.91679256736671,28.4,0.03819685224848828,0.07487503300021289,3.1216413130224265,30.25
117,synthetic_planning_reference,0.0375000000001364,0.0681625251818173,3.25415940373357,29.85,0.04169562033912204,0.07511765284111024,3.51473249320283,31.700000000000003
118,synthetic_planning_reference,0.0408333333334895,0.0616619465936906,3.2686897688854,29.0,0.045700890418418044,0.06783692339048082,3.53090408277164,30.75
119,synthetic_planning_reference,0.060833333333585,0.0826922849233657,2.80026336611908,28.75,0.06809278084247916,0.09144185588355457,3.0029559310967726,30.5
120,synthetic_planning_reference,0.0550000000001774,0.0749096845708665,2.54151262921582,27.5,0.061300113832810824,0.08313214389343122,2.712326936481133,29.1
121,synthetic_planning_reference,0.031666666666797,0.0592094932121508,3.11239640176094,29.6,0.03677612790987263,0.06492795805856433,3.3456765347467536,31.400000000000002
122,synthetic_planning_reference,0.064166666666938,0.0743703666042568,2.43974779107234,30.05,0.07109233067372277,0.08116048995856219,2.6129331843048895,31.950000000000003
123,synthetic_planning_reference,0.0400000000001683,0.0901125616757764,2.99912647237006,27.25,0.04545658297334849,0.09900814300997579,3.21936815252613,28.900000000000002
124,synthetic_planning_reference,0.0333333333334849,0.0645664995334862,2.84558908639395,29.15,0.03726782664926502,0.07071774135712033,3.0706133239779745,30.8
125,synthetic_planning_reference,0.0308333333334758,0.0498254489250108,2.99885729323789,28.35,0.034098250711607075,0.05546317471429627,3.2352659716874608,30.05
126,synthetic_planning_reference,0.0375000000001137,0.0626068311133173,2.94086709859086,29.4,0.04267269083726702,0.06834371195615226,3.1725089924864913,31.200000000000003
127,synthetic_planning_reference,0.0400000000001683,0.0566524125101633,2.41812895185804,28.65,0.04536588627499594,0.0619143409435053,2.590550301676712,30.400000000000002
128,synthetic_planning_reference,0.0458333333334622,0.066754120583078,3.14286820739606,29.75,0.05171884912811479,0.07351489487199568,3.3777165303064374,31.55
129,synthetic_planning_reference,0.0441666666668425,0.0748306164424312,2.87484371071814,28.25,0.04975275661700486,0.0823379765838597,3.11760766784965,30.05
130,synthetic_planning_reference,0.0408333333334895,0.0583485736271604,2.64908392486267,28.75,0.04620939035480559,0.06456784383360997,2.8635298173903556,30.450000000000003
131,synthetic_planning_reference,0.0416666666668107,0.0734963058013449,2.80823860485153,27.75,0.04790334245345215,0.08047664100320297,3.0295078561957225,29.35
132,synthetic_planning_reference,0.0591666666668743,0.0849320264585277,2.65206180031538,28.95,0.06503713519938474,0.09326125506972363,2.860255244943065,30.75
133,synthetic_planning_reference,0.0425000000001546,0.0664633132658474,2.78244584108362,28.05,0.04865165051363023,0.0736193952206572,3.00563928788757,29.75
134,synthetic_planning_reference,0.0425000000001546,0.0669307248276827,2.71522980696172,30.05,0.047496505967361824,0.07356638651886842,2.9228988912700937,31.900000000000002
135,synthetic_planning_reference,0.0625000000002274,0.0852443836485585,2.69880534490898,28.65,0.06999743367563191,0.09334052233861137,2.893715594658119,30.35
136,synthetic_planning_reference,0.0550000000002228,0.0693265768600052,3.41624746371025,29.75,0.061743238878683916,0.07554521040990567,3.7097985701465634,31.6
137,synthetic_planning_reference,0.0733333333336077,0.0845677798649035,3.36201208164096,29.7,0.08151452258886788,0.09354313801654927,3.653213905180278,31.5
138,synthetic_planning_reference,0.040000000000191,0.0510999178936023,3.11499408653925,29.6,0.04488601931933344,0.05638525234373978,3.350175101878604,31.35
139,synthetic_planning_reference,0.0758333333336395,0.0802834944398284,2.56093274890948,28.35,0.08441133943203977,0.08835898170193743,2.771019756060143,30.05
140,synthetic_planning_reference,0.0466666666668516,0.0537830840542921,2.82282869634691,28.3,0.05242400194192742,0.058619915172310015,3.042007736615305,30.0
141,synthetic_planning_reference,0.0600000000003092,0.0556737366609123,3.31221866245649,29.9,0.0665623294933219,0.06110643271530407,3.5824834991732963,31.700000000000003
142,synthetic_planning_reference,0.0466666666668516,0.0765906020835233,2.76754067792649,28.95,0.052433568561410925,0.08401951067349085,2.9934612039669832,30.650000000000002
143,synthetic_planning_reference,0.0491666666668607,0.0822297505582834,3.09554227535588,28.95,0.054016376607329976,0.09039357231707326,3.3490040578838625,30.650000000000002
144,synthetic_planning_reference,0.0391666666667788,0.0519471598408434,3.32235187522981,28.8,0.04398581532809345,0.05614414230360537,3.5705710082704996,30.55
145,synthetic_planning_reference,0.0533333333334667,0.0741837420561043,2.92303522724768,29.3,0.05950810615308534,0.08161307248623044,3.1480000549058698,31.1
146,synthetic_planning_reference,0.060833333333585,0.084083555131403,2.81741856905776,29.4,0.06827495451210064,0.09262016849330204,3.0386021610613354,31.200000000000003
147,synthetic_planning_reference,0.052500000000191,0.0502958257965307,3.36810804588336,29.55,0.05801242521825448,0.05518633517434987,3.6667939745848455,31.35
148,synthetic_planning_reference,0.0575000000001637,0.064110933838071,3.65244519988817,30.4,0.06432970368220048,0.07173945568588884,3.9442944156775637,32.25
149,synthetic_planning_reference,0.0425000000001546,0.06704069701728,2.70773265529644,27.45,0.04776879157686675,0.07346347080002988,2.917599982867241,29.1
150,synthetic_planning_reference,0.0691666666669335,0.077827695591608,3.08618093979573,29.4,0.07729117632313172,0.08504292989481534,3.332186634329927,31.150000000000002
151,synthetic_planning_reference,0.0433333333334758,0.0620486483348521,3.25888306861667,27.6,0.04776044570319364,0.06849802072903688,3.504408551188701,29.25
152,synthetic_planning_reference,0.0366666666667243,0.0610676825959233,2.82161826106629,26.75,0.04089485754904668,0.06748004976945762,3.048989542461998,28.35
153,synthetic_planning_reference,0.0333333333334394,0.0500666975042593,2.63544297692602,27.25,0.03732906254712992,0.055541329562867156,2.837611446142916,28.85
154,synthetic_planning_reference,0.069166666666888,0.0681135890735232,3.47291264856884,29.4,0.07719008378898444,0.07554130984322377,3.7656854493439513,31.150000000000002
155,synthetic_planning_reference,0.0625000000002274,0.0697554261709372,3.13538087290867,29.4,0.07038044467769998,0.07731074605881184,3.3672055885400134,31.150000000000002
156,synthetic_planning_reference,0.056666666666888,0.0716215776090743,2.78398228678066,28.65,0.06289338224537622,0.07898243491711773,3.012707620887434,30.35
157,synthetic_planning_reference,0.048333333333494,0.0634692128596729,2.26101156683056,29.1,0.05392808709635795,0.06928722187449582,2.4328925090587457,30.900000000000002
158,synthetic_planning_reference,0.0325000000001182,0.0481527481331342,3.26920410089706,28.45,0.03611943504377091,0.05215286401382916,3.5252691994449346,30.200000000000003
159,synthetic_planning_reference,0.0425000000001091,0.0699959933151541,3.30743883403976,27.2,0.04772019391309081,0.07704448575199863,3.5668074509174454,28.8
160,synthetic_planning_reference,0.0566666666668425,0.0994184567897981,3.00902135688369,27.45,0.06308230433417143,0.10962439579048762,3.228253513124112,29.200000000000003
161,synthetic_planning_reference,0.0358333333334485,0.0719729714305025,2.87515732500884,28.15,0.04074688771713107,0.08007517102799053,3.102849163202351,29.8
162,synthetic_planning_reference,0.056666666666888,0.0760367650693256,2.63099440913058,28.4,0.06401208836401068,0.08281876861726715,2.8151468741424504,30.05
163,synthetic_planning_reference,0.0541666666668789,0.0841960145364016,2.82107280280165,28.95,0.06093572341730834,0.0920852199795925,3.045485294152655,30.700000000000003
164,synthetic_planning_reference,0.0408333333334212,0.0738886459468171,2.89404709827804,29.85,0.04527410897891093,0.08158767217736848,3.128448555459951,31.700000000000003
165,synthetic_planning_reference,0.0416666666667879,0.0617367701687188,3.03008253568697,29.1,0.047054519982078304,0.0679019791292784,3.2551937988832385,30.85
166,synthetic_planning_reference,0.0458333333335759,0.052409605822088,2.84082170643905,29.35,0.051823696774699016,0.056634248544405165,3.031960091985387,31.200000000000003
167,synthetic_planning_reference,0.0358333333334485,0.0753632632463902,3.27072548730102,29.15,0.0404273923110209,0.08205270121815444,3.5356946090368058,30.950000000000003
168,synthetic_planning_reference,0.0425000000001546,0.0593076772659683,2.80492712009407,28.75,0.04784507015075906,0.06423393319424853,3.0260106142675225,30.5
169,synthetic_planning_reference,0.0508333333335031,0.0659809609801317,2.27423691720392,28.05,0.057033130825594185,0.0719778042069046,2.439537239318641,29.700000000000003
170,synthetic_planning_reference,0.052500000000191,0.075140414783775,2.77603036726188,26.15,0.058742249741062645,0.08264672203609884,3.021654746061136,27.650000000000002
171,synthetic_planning_reference,0.048333333333494,0.0582035537768905,3.32195851305996,29.1,0.053781533191100954,0.06344723697115286,3.599632637123148,30.85
172,synthetic_planning_reference,0.0391666666667788,0.070054428615383,3.43938638121388,27.2,0.04404160683598482,0.07749182911635194,3.7293910113666464,28.900000000000002
173,synthetic_planning_reference,0.0383333333334576,0.0678788134807937,2.99904147470413,27.9,0.04226718252895621,0.07365725539538232,3.2471687032581675,29.55
174,synthetic_planning_reference,0.0450000000001637,0.0594812393878863,2.55203814577555,28.55,0.050077458783610945,0.06552415005332043,2.7697317159227315,30.3
175,synthetic_planning_reference,0.0375000000001819,0.0591070461528401,3.18483695224288,28.8,0.04192624889531825,0.0649340627927655,3.451223311095258,30.5
176,synthetic_planning_reference,0.0325000000000728,0.0772216589288665,2.75721148658872,28.85,0.03744620899095092,0.08506872797966444,2.9925564126338626,30.6
177,synthetic_planning_reference,0.0533333333335122,0.0998440393211243,2.73069612656974,29.9,0.06038661966076961,0.10889665782405894,2.935788389516336,31.6
178,synthetic_planning_reference,0.0683333333335213,0.067633982681227,2.78357854662687,28.8,0.07652520357880072,0.07462852278534911,2.9863068429415818,30.55
179,synthetic_planning_reference,0.060833333333494,0.0698957992040272,2.91464652404433,29.2,0.06875382410143832,0.07668570261388002,3.1481461720197794,30.950000000000003
180,synthetic_planning_reference,0.0583333333335759,0.0807041247475728,3.48056637657102,28.55,0.06487002389782613,0.0900109665944313,3.778608144772219,30.3
181,synthetic_planning_reference,0.0308333333334758,0.0864413555892922,3.15688337607451,29.05,0.03573620460288866,0.09555931079656226,3.3809777077351826,30.8
182,synthetic_planning_reference,0.0725000000002638,0.0748089748372882,2.72137326490173,28.85,0.07997994381407036,0.0817345340080826,2.921947841489154,30.55
183,synthetic_planning_reference,0.0516666666668243,0.089559732771174,2.96728666950669,29.2,0.05784524763853869,0.09864528699101748,3.202194617178134,30.950000000000003
184,synthetic_planning_reference,0.0600000000002183,0.0884865862951268,3.67141949449295,28.7,0.0674792675679988,0.09784354375867962,3.991701718968139,30.35
