reference_sample_id,data_status,source_E_co_time_s,source_E_n_g,source_E_miss_m,source_E_t_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
40,synthetic_planning_reference,0.0416666666666288,0.191375075674754,2.96994512640471,30.55,0.048122625758811696,0.21687552318194905,3.258255611861032,32.75
41,synthetic_planning_reference,0.0974999999999113,0.114565797625668,3.48118171753788,38.4,0.11119690837020395,0.12800324128616172,3.8245006601039067,41.400000000000006
42,synthetic_planning_reference,0.0808333333332712,0.245928398829361,3.19183066394663,30.75,0.0940977829300802,0.2779252518668715,3.5190556525187158,32.800000000000004
43,synthetic_planning_reference,0.0499999999999432,0.198915411745271,3.44012649344909,31.25,0.05791692663463844,0.2230374568528923,3.7678418895912933,33.45
44,synthetic_planning_reference,0.066666666666606,0.112891834734064,3.31150674251378,32.15,0.07460140175622043,0.13015594140648223,3.621005154563275,34.300000000000004
45,synthetic_planning_reference,0.0633333333332303,0.164442386241477,2.61076306651002,34.95,0.07319853086633785,0.18636210357135782,2.8525926698636366,37.300000000000004
46,synthetic_planning_reference,0.0508333333332871,0.227130857802304,3.29991472396129,30.35,0.058337495418704394,0.25392152281772445,3.638842382055681,32.25
47,synthetic_planning_reference,0.0533333333332735,0.177256937214462,2.99853170606918,33.6,0.06207315023265521,0.1978928603514945,3.292623252379627,36.050000000000004
48,synthetic_planning_reference,0.0716666666666015,0.126071232999995,2.91786059042471,30.25,0.08209826264780727,0.14478359577326508,3.217775152146955,32.300000000000004
49,synthetic_planning_reference,0.107499999999914,0.186589202688216,3.11485387242571,32.65,0.12519870374448122,0.21150407468791624,3.411429492800864,34.800000000000004
50,synthetic_planning_reference,0.0583333333332916,0.261017704540549,3.00735471580301,32.05,0.06745901397747467,0.298003188883385,3.3239846522660597,34.45
51,synthetic_planning_reference,0.0808333333332712,0.0950985303877874,3.03379766654494,31.85,0.09276217081368246,0.10572939738538539,3.3413366398534423,34.15
52,synthetic_planning_reference,0.0741666666666106,0.114819088391281,3.05674478268038,28.6,0.0850726014657317,0.1286591222179955,3.350510141235703,30.200000000000003
53,synthetic_planning_reference,0.070833333333303,0.226210083047484,3.43904121959225,33.5,0.0827031680094229,0.2513104896199049,3.770676465671843,35.95
54,synthetic_planning_reference,0.0691666666666151,0.125859083896493,3.44245497266875,32.45,0.08265916729007464,0.1400430656588819,3.7864182915474216,34.75
55,synthetic_planning_reference,0.113333333333219,0.108603403549747,3.36838707039277,39.95,0.1318758794558382,0.12318629781750638,3.72407001645512,43.0
56,synthetic_planning_reference,0.0583333333332803,0.239087994086964,2.73306828972563,31.45,0.06717969934644724,0.2693323865274368,3.013409580637239,33.5
57,synthetic_planning_reference,0.105833333333226,0.124684342422088,3.5007127435477,31.4,0.12485136708134971,0.14001976182829254,3.83392271563247,33.550000000000004
58,synthetic_planning_reference,0.0716666666666015,0.0876492392052778,2.97916415388097,31.6,0.0854061208419902,0.09753284397825861,3.287228640481121,33.800000000000004
59,synthetic_planning_reference,0.0874999999999091,0.206411769473979,3.64114519586269,32.05,0.09704910831421829,0.23218157688400765,4.028137721804881,34.2
60,synthetic_planning_reference,0.0683333333332712,0.194347835971634,3.26587289331933,31.1,0.08008885408405451,0.21707434874362963,3.573338716471755,33.4
61,synthetic_planning_reference,0.0741666666666219,0.120580416554798,3.63091418219778,31.05,0.085378926375108,0.13314068322633457,4.008797748396835,33.050000000000004
62,synthetic_planning_reference,0.109166666667056,0.135606420729121,2.80616788233591,31.6,0.12753283022674108,0.1514393124812748,3.0579385507754075,33.800000000000004
63,synthetic_planning_reference,0.0591666666668971,0.178870197914363,3.24325436298689,33.75,0.0657812219475147,0.19944368372072185,3.561264209172757,35.9
64,synthetic_planning_reference,0.0550000000002001,0.198269681673262,3.12062165757581,33.4,0.0636825473369707,0.22057414034276052,3.4199627079789043,35.85
65,synthetic_planning_reference,0.0883333333336395,0.132734760603241,3.34804708237125,30.35,0.10093477158743629,0.15007558333222043,3.6863183093262224,32.25
66,synthetic_planning_reference,0.0741666666669289,0.182783003924133,2.96845721951895,32.15,0.08782994245171274,0.2047219741866394,3.2347942971839974,34.300000000000004
67,synthetic_planning_reference,0.0750000000002728,0.201039527730671,2.80961032297709,28.45,0.08444682372618265,0.2262916271236398,3.0775086985484608,30.3
68,synthetic_planning_reference,0.113333333333753,0.116333700242427,3.05116610781894,34.35,0.13108326696716485,0.1283290748836982,3.347347257753771,36.9
69,synthetic_planning_reference,0.0508333333335258,0.0843347158540126,2.99141871016158,31.95,0.05639376700362773,0.09554430825559083,3.2823744122368903,34.25
70,synthetic_planning_reference,0.0391666666668016,0.187109018528063,2.91115647926769,33.55,0.04541433755404829,0.21054319813326522,3.1799274150953103,35.95
71,synthetic_planning_reference,0.0466666666668516,0.138736009140844,3.40900944010872,32.55,0.053022587377989615,0.15790575396753673,3.7659718069892523,34.550000000000004
72,synthetic_planning_reference,0.0908333333336941,0.0823590778908487,3.07370103473895,31.9,0.10337976176271017,0.09253192098868669,3.359743615756532,33.95
73,synthetic_planning_reference,0.0958333333336668,0.173944132954045,3.20802573505451,31.75,0.11352226892224168,0.19413419394416379,3.541062399678033,33.85
74,synthetic_planning_reference,0.055833333333544,0.190345910699642,3.07952230092183,32.85,0.06708243853587152,0.21563541895460261,3.3711749188923186,35.1
75,synthetic_planning_reference,0.0975000000003547,0.100819850506829,3.19817070213234,35.75,0.11233686084838083,0.11444052104002785,3.5118504249631752,38.45
76,synthetic_planning_reference,0.105833333333749,0.24924219480061,2.76167508687376,32.4,0.12287190140656398,0.27908817737399044,3.0241460499222885,34.85
77,synthetic_planning_reference,0.0308333333334531,0.182109050179749,3.44082615143554,32.0,0.034478312004785974,0.20356346263814712,3.8073355427508915,34.15
78,synthetic_planning_reference,0.140833333333853,0.13209571684204,3.27430387171979,36.15,0.1609610632803766,0.15351532294901962,3.608282958203836,38.900000000000006
79,synthetic_planning_reference,0.0850000000003092,0.19939608326071,2.87651977386976,33.25,0.09748315384527652,0.22372134340810726,3.165453627976991,35.6
80,synthetic_planning_reference,0.0700000000002547,0.134186732037583,3.01077975493291,32.45,0.0791608233959296,0.15001098516703826,3.3096030088324992,34.85
81,synthetic_planning_reference,0.165833333333944,0.127658438206748,2.94889825531361,43.45,0.19139507072397194,0.14625816617528267,3.2411837607611265,44.95
82,synthetic_planning_reference,0.0916666666670153,0.212350951731776,3.22808190783639,34.25,0.10798582759881979,0.23977918261616,3.5168659506886675,36.5
83,synthetic_planning_reference,0.113333333333753,0.133579113293919,2.85711235239572,32.8,0.13062058402357124,0.15092344694910323,3.1682531634399163,35.300000000000004
84,synthetic_planning_reference,0.0458333333335986,0.21621704347001,2.99321156856556,32.35,0.05281986187237515,0.24392030663614123,3.279507372084419,34.65
85,synthetic_planning_reference,0.0816666666669562,0.217114888469789,3.22813915201537,29.75,0.09486276189779974,0.24380819165463416,3.5595960332307737,31.85
86,synthetic_planning_reference,0.104166666667038,0.0940286962992389,3.25254075578304,36.0,0.11852211095437852,0.11010199507099686,3.5696554811555266,38.650000000000006
87,synthetic_planning_reference,0.0625000000002729,0.194248704835977,3.03339163451722,32.0,0.07128386303795742,0.2202081863293082,3.350025835012392,34.5
88,synthetic_planning_reference,0.0625000000002274,0.225590448376553,2.93793304412364,34.35,0.07094743846329442,0.2549376594614031,3.2282712932897284,36.6
89,synthetic_planning_reference,0.116666666667084,0.124725075531505,2.87905719661578,35.65,0.13212518790320063,0.14292283436372963,3.1463817075984597,38.300000000000004
90,synthetic_planning_reference,0.0766666666669607,0.243120101992374,2.84186723961665,31.95,0.08617727629581824,0.27261682757795597,3.1084181483062063,34.2
91,synthetic_planning_reference,0.105000000000405,0.220792363279563,3.03465609328287,33.4,0.1214664629271693,0.2439112636811348,3.3401966914388375,35.75
92,synthetic_planning_reference,0.145833333333849,0.185536187617522,3.22598103082981,37.85,0.1683079217916448,0.20402002928522253,3.5633767446036355,40.550000000000004
93,synthetic_planning_reference,0.0600000000002183,0.208969204139384,3.14893238388,31.05,0.0691223086547049,0.23415549636757801,3.463803714165533,33.050000000000004
94,synthetic_planning_reference,0.0508333333335486,0.137644788510875,3.55107812017026,29.5,0.0582572830869751,0.15355000825237644,3.9310292915368557,31.05
95,synthetic_planning_reference,0.145833333333917,0.141735747816659,3.18322026637739,33.8,0.17049774200127968,0.1606935158006121,3.5112235273670054,36.2
96,synthetic_planning_reference,0.0650000000002365,0.189521130781011,3.21189466820951,32.4,0.06924692867916427,0.2134597067637323,3.532945250594905,34.7
97,synthetic_planning_reference,0.0616666666669062,0.199985756202264,2.75435348982716,32.4,0.07269622773519971,0.22483639779151532,3.049321841016451,34.65
98,synthetic_planning_reference,0.106666666667047,0.0887534837601357,3.08277769448875,35.4,0.12370480697608753,0.09987883227240514,3.375044226264002,37.95
99,synthetic_planning_reference,0.0941666666670244,0.247659198949646,2.83978284485074,33.4,0.10822868041439038,0.2754741715427591,3.119193723057931,35.6
100,synthetic_planning_reference,0.0666666666669016,0.124112121319979,3.04001127130041,31.45,0.07745457160546082,0.13916113265217564,3.3397912282653768,33.5
101,synthetic_planning_reference,0.104166666667015,0.101763460092862,3.06261723832721,34.05,0.1157393235894375,0.114863763997029,3.3831277771947628,36.300000000000004
102,synthetic_planning_reference,0.0691666666669562,0.191698443538943,3.08870756926491,31.9,0.0809617795549371,0.21288430092826047,3.4080206383345355,34.1
103,synthetic_planning_reference,0.0441666666668198,0.206747781202237,3.20908147990806,30.1,0.050716200962618745,0.22603758777743424,3.5082172655722177,32.15
104,synthetic_planning_reference,0.138333333333821,0.0991644186446114,3.32439991183294,35.4,0.15998368914539335,0.11328581212404618,3.6508131291875356,38.050000000000004
105,synthetic_planning_reference,0.130000000000496,0.214672721502811,3.17455585419854,36.95,0.1502324106943119,0.24187950722914237,3.4809472421323706,39.6
106,synthetic_planning_reference,0.0900000000003274,0.20851695821788,3.53451682490081,33.45,0.10140831281152231,0.23304806891095417,3.891629213252969,35.7
107,synthetic_planning_reference,0.144166666667206,0.162556379287649,2.90970208821022,37.2,0.1657321032267895,0.17880446996724797,3.2023456982846845,39.85
108,synthetic_planning_reference,0.0508333333335713,0.235688463915828,2.77264352133298,30.8,0.05777362812023986,0.26411432436285237,3.033558682889387,32.9
109,synthetic_planning_reference,0.0725000000002638,0.14456218317002,3.18081470192083,34.95,0.07976239025556721,0.16059845624407484,3.5071743885543842,37.550000000000004
110,synthetic_planning_reference,0.145833333333849,0.166505814149996,3.33369487988698,36.3,0.16978967030732506,0.1856636993608348,3.663464980587547,38.85
111,synthetic_planning_reference,0.0491666666668152,0.148220748040676,2.84579223910534,33.65,0.05567864190790822,0.16053113904580152,3.1460834657108716,36.050000000000004
112,synthetic_planning_reference,0.105000000000359,0.11858954852494,3.32097905596008,35.85,0.12072413339681043,0.1330298524429775,3.640786813859712,38.5
113,synthetic_planning_reference,0.0758333333336395,0.241327160374859,3.01733561637623,33.95,0.08787371417573574,0.2702419245095508,3.3078017945855183,36.45
114,synthetic_planning_reference,0.0441666666668652,0.123647863292222,2.81377118973152,33.1,0.04783868605705226,0.13595443619432268,3.096311410404268,35.25
115,synthetic_planning_reference,0.15083333333389,0.126957151711656,3.15225013452568,36.45,0.17508595904873084,0.13954878988971425,3.475571922668461,39.2
116,synthetic_planning_reference,0.0600000000002638,0.230380075037511,3.13718244080404,33.6,0.06838372017533015,0.26121347586220334,3.453930931968116,36.0
117,synthetic_planning_reference,0.0808333333336577,0.0768507533838619,3.13024914383731,32.1,0.09150295964220899,0.08786337128017746,3.4377783506270307,34.300000000000004
118,synthetic_planning_reference,0.100833333333662,0.155156858606632,3.0347992999939,38.2,0.11874699103501785,0.17508244874028728,3.3626528527521535,40.900000000000006
119,synthetic_planning_reference,0.0625000000002729,0.196817091592143,3.15710860951807,32.0,0.0730827805220915,0.21862774171967858,3.482041979857162,34.45
120,synthetic_planning_reference,0.158333333333894,0.145106987001393,3.44341940500092,33.9,0.18564872791849107,0.1646125611284109,3.805725004766961,36.25
121,synthetic_planning_reference,0.0700000000003001,0.189524978863291,2.91605322164669,34.0,0.08088501028650355,0.21537289622682823,3.203235090835887,36.550000000000004
122,synthetic_planning_reference,0.0516666666667788,0.166520719463039,2.94229254126569,35.4,0.06173176368126098,0.18450758179320098,3.243912773061792,38.0
123,synthetic_planning_reference,0.128333333333785,0.19031427302745,3.3658578486441,39.0,0.14635146711730437,0.21400710860183286,3.7139718579677314,41.95
124,synthetic_planning_reference,0.0525000000001455,0.12768607680823,3.53419290971773,32.05,0.06462758611763847,0.14475688571698486,3.924048224796946,34.25
125,synthetic_planning_reference,0.0608333333335395,0.112728111668265,3.05720011121953,35.7,0.06928187314998076,0.12760345759018335,3.3643782762652483,38.300000000000004
126,synthetic_planning_reference,0.0816666666669789,0.236814407075463,3.0709228252922,33.1,0.09559896796458958,0.2640281632152875,3.3790326848364187,35.35
127,synthetic_planning_reference,0.0516666666668243,0.117931483201938,3.75164930247227,35.2,0.059681875597097436,0.1292605891339941,4.153075064697378,37.75
128,synthetic_planning_reference,0.0950000000003001,0.153394884995258,2.74709062117621,35.85,0.10748940910124949,0.16935709703941207,3.0129760440190245,38.45
129,synthetic_planning_reference,0.0575000000001637,0.235238128240702,3.45892705024491,30.1,0.06511289093539202,0.2659163124047498,3.8130980896167155,32.1
130,synthetic_planning_reference,0.0658333333336032,0.116403569361759,3.04508047284736,30.8,0.0770273729170622,0.13362698820807647,3.335280554332479,32.800000000000004
131,synthetic_planning_reference,0.0983333333336759,0.129170677009312,3.58608436786153,37.65,0.11242337498728398,0.14576164655813958,3.952632564086072,40.45
132,synthetic_planning_reference,0.0416666666668334,0.257025368960854,2.67133328674819,33.0,0.04840710746740517,0.2857081924457249,2.9300827402660863,35.35
133,synthetic_planning_reference,0.123333333333767,0.0901307502748821,3.64386947961953,34.05,0.14146716955437916,0.1021715484562578,4.02955029002138,36.6
134,synthetic_planning_reference,0.088333333333685,0.18038834432886,3.40527568035034,39.55,0.1032098823070525,0.19886010481949037,3.757357740012321,42.45
135,synthetic_planning_reference,0.0616666666669516,0.165102425479847,3.28867276090126,32.5,0.07018972584908513,0.18756205379926583,3.627864643470353,34.65
136,synthetic_planning_reference,0.0875000000002728,0.119762007553637,2.91602950341828,33.5,0.10069614880626629,0.13098745391366293,3.181321984395697,35.9
137,synthetic_planning_reference,0.0575000000001637,0.190192695325023,3.06660181491203,28.65,0.06980618112339006,0.21917351187533107,3.3487144493642886,30.5
138,synthetic_planning_reference,0.0716666666668971,0.208391174646969,3.04170278648878,32.05,0.08232756925413388,0.23326994764750086,3.341979323308073,34.2
139,synthetic_planning_reference,0.170833333333985,0.107550464652582,3.50659279227078,35.8,0.19753910242149042,0.11654964602655439,3.843647451858587,38.5
140,synthetic_planning_reference,0.0850000000003092,0.212085267060363,3.26712175475113,34.1,0.09678693760214262,0.23754169940725361,3.60285774414666,36.4
141,synthetic_planning_reference,0.0616666666668607,0.201783894541098,2.88328863347332,33.0,0.06994549596201442,0.22340861034378207,3.1578889345258614,35.4
142,synthetic_planning_reference,0.0716666666669425,0.135604721322352,2.95599200755692,39.9,0.08432667370049002,0.15382849605257648,3.2812996475352203,42.95
143,synthetic_planning_reference,0.0658333333335577,0.159745931093298,2.990097789167,31.9,0.07664505105893225,0.17448203374525756,3.2892624025408974,34.0
144,synthetic_planning_reference,0.0691666666669335,0.125153923547888,2.66658829352947,32.8,0.07942599723902843,0.13722391194120603,2.9122948265585173,35.1
145,synthetic_planning_reference,0.112500000000409,0.138403964955439,2.55761415652152,28.1,0.12471453381737443,0.15699146148648005,2.7799123915921293,30.05
146,synthetic_planning_reference,0.0791666666669244,0.175485310370212,3.06976302836067,33.6,0.0892043174631712,0.19743326603009148,3.3513082621626484,35.9
147,synthetic_planning_reference,0.148333333333812,0.112848775017202,3.37431193575321,37.5,0.1729081341408015,0.12701339667744854,3.723825261657664,40.35
148,synthetic_planning_reference,0.0791666666669698,0.241109811217116,2.59980648689487,31.7,0.08915706987021092,0.27232387468283326,2.8529054734053307,33.85
149,synthetic_planning_reference,0.140833333333831,0.145636666853127,2.97529975973438,34.35,0.16079686329608203,0.1616887800173014,3.2731093494081303,36.65
150,synthetic_planning_reference,0.0525000000001455,0.126017537826652,3.07640057887286,35.15,0.06023965360026678,0.13863001391185012,3.384247610631571,37.550000000000004
151,synthetic_planning_reference,0.0708333333335759,0.220636669850483,2.505845177926,34.75,0.08115215554298445,0.246107200434047,2.7694107375907318,37.1
152,synthetic_planning_reference,0.125833333333821,0.0977023880612737,2.96545548105149,31.9,0.1437679892963794,0.10858428356553812,3.261963654656874,34.1
153,synthetic_planning_reference,0.0458333333334849,0.148715847604939,2.86877689817279,35.7,0.056264590178737264,0.16586391311389703,3.1539403564051507,38.5
154,synthetic_planning_reference,0.0808333333336122,0.223657234031324,3.1640451614018,33.15,0.09475103894622396,0.2513884221693561,3.4566254710435103,35.550000000000004
155,synthetic_planning_reference,0.164166666667325,0.100616151839565,3.1150742339526,34.7,0.1896448205354283,0.11098197823337413,3.427116343780905,37.2
156,synthetic_planning_reference,0.0583333333336213,0.186747313707867,3.59880168574431,33.2,0.06489437950530615,0.2093710519215572,3.982914041252329,35.4
157,synthetic_planning_reference,0.131666666667115,0.200159679098995,3.39692704937669,35.0,0.15129086883160506,0.22224369179277237,3.748778421748024,37.65
158,synthetic_planning_reference,0.144166666667206,0.182694567155987,3.21497598036958,39.6,0.16345467620381518,0.2035893155140036,3.5195862090690135,42.7
159,synthetic_planning_reference,0.0491666666669971,0.188291130316043,3.241782558986,31.85,0.05922978708252361,0.2143881443854016,3.548196396830955,34.050000000000004
160,synthetic_planning_reference,0.0758333333335941,0.0812878182229157,3.2322078375675,33.3,0.08968038094903259,0.08967286946781937,3.5459610959119834,35.6
161,synthetic_planning_reference,0.103333333333603,0.211703284716939,2.90789869647184,32.65,0.11954037838536806,0.24225357962090047,3.1945126271129247,34.9
162,synthetic_planning_reference,0.0500000000001364,0.20488617404763,3.06094606517963,30.15,0.05816127184062322,0.2255573250407089,3.3693307209935304,32.050000000000004
163,synthetic_planning_reference,0.0675000000002456,0.165578913044749,3.42521636771009,34.9,0.08144528122405968,0.18358670534798222,3.7495552074723526,37.5
164,synthetic_planning_reference,0.132500000000528,0.27893158618029,3.0260441588094,36.45,0.1495456979902281,0.3122624927038663,3.3087605327282197,39.0
165,synthetic_planning_reference,0.0633333333335941,0.170063934252421,3.28123457785941,33.0,0.07079607073816674,0.19039342113599242,3.6140850933389994,35.2
166,synthetic_planning_reference,0.161666666667179,0.118313327101019,3.15754495265575,36.0,0.18750754166905959,0.13055974871832643,3.465117433229622,38.6
167,synthetic_planning_reference,0.0808333333335668,0.228366367493423,3.49230551139873,33.5,0.09597744629604953,0.2552531385644039,3.8399089201236345,35.75
168,synthetic_planning_reference,0.0741666666669516,0.111822949701584,3.40551739038418,35.45,0.08707284457603394,0.125686526439373,3.7487315729803536,38.2
169,synthetic_planning_reference,0.085833333333585,0.164368177914387,2.81574969869697,34.6,0.09856473275416809,0.18685331368530295,3.0985645537382176,37.2
170,synthetic_planning_reference,0.0450000000001637,0.193618787123258,2.53984054702404,29.95,0.05045372036541647,0.21782991954269368,2.7676904189128293,31.900000000000002
171,synthetic_planning_reference,0.0875000000002728,0.126336841222375,2.98522299142765,34.55,0.10107373711553716,0.1373426769004544,3.291495282830218,37.050000000000004
172,synthetic_planning_reference,0.084166666667079,0.109023868725717,2.9764684623541,34.4,0.09508496879064128,0.12546095505803995,3.233350900954603,36.75
173,synthetic_planning_reference,0.0683333333335668,0.221824088115939,2.90672049743791,32.7,0.07876356992473534,0.24835616047566975,3.172028181283294,35.2
174,synthetic_planning_reference,0.111666666667043,0.0830001460211673,3.24233759691285,33.75,0.1276402087319154,0.09654734384056989,3.572947148090397,36.25
175,synthetic_planning_reference,0.0950000000003911,0.121614907393066,3.00936659747437,32.25,0.11189881152624889,0.1313704945528747,3.327152658355641,34.45
176,synthetic_planning_reference,0.0458333333335304,0.215345070516812,3.00432764018031,29.2,0.052995924078657324,0.23837688784123232,3.2969559168799143,31.05
177,synthetic_planning_reference,0.0566666666668425,0.190460976953141,2.99809478927527,31.5,0.06458557167237393,0.20923241315560925,3.3194255178102834,33.65
178,synthetic_planning_reference,0.183333333334031,0.083728393444732,2.82304016687869,34.3,0.20935888603349737,0.0905342034618438,3.1077743516762464,36.5
179,synthetic_planning_reference,0.0533333333336031,0.185330112082786,2.68160747418226,30.45,0.06419588733224635,0.20852766907918993,2.939970058959184,32.45
180,synthetic_planning_reference,0.0658333333335122,0.199688916266514,3.50665221355155,32.55,0.07737411815182396,0.2271210678039003,3.8585766418593823,34.800000000000004
181,synthetic_planning_reference,0.0675000000002456,0.154223320403782,3.33205783233802,32.6,0.07684199885426052,0.17185589233898418,3.680679407160388,34.9
182,synthetic_planning_reference,0.0783333333336032,0.157548182558613,3.14839301245463,30.2,0.08774082806397714,0.1768879219164483,3.4629604793866204,32.35
183,synthetic_planning_reference,0.0808333333336577,0.1925037724258,3.14307343822615,32.85,0.09435634213908801,0.21770907005231735,3.435889627849859,35.1
184,synthetic_planning_reference,0.0558333333334758,0.175127346823929,3.13146714872985,30.5,0.06643135469290859,0.1968119730086458,3.4639251917269855,32.65
185,synthetic_planning_reference,0.125833333333776,0.077321320407955,3.43209287703757,34.0,0.14538502089269978,0.08360300713539497,3.769802644512108,36.25
186,synthetic_planning_reference,0.105833333333703,0.207962875083226,2.79565826738034,36.15,0.11895518909475072,0.23233954356311123,3.094243137786551,38.7
187,synthetic_planning_reference,0.0416666666667879,0.182118908002986,3.16293952707345,31.95,0.04857023553925448,0.20231950146744493,3.479678680272629,34.0
188,synthetic_planning_reference,0.121666666667079,0.104866468705588,3.05108621192983,34.3,0.14001140431037,0.1154527188093829,3.342314867188908,36.85
189,synthetic_planning_reference,0.0583333333336213,0.215284812901632,2.82544657632759,31.5,0.06819790480847093,0.24393380855419808,3.1013329123277,33.6
