reference_sample_id,data_status,reference_severity_class,source_E_co_time_s,source_E_n_g,source_E_miss_m,source_E_t_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
74,synthetic_planning_reference_v2,severe,0.055833333333544,0.190345910699642,3.07952230092183,32.85,0.09656703249263794,0.2534099339322591,4.001005622026484,39.6
75,synthetic_planning_reference_v2,mild,0.0975000000003547,0.100819850506829,3.19817070213234,35.75,0.12011450400068342,0.12524647974176178,3.6303526425204096,39.800000000000004
76,synthetic_planning_reference_v2,moderate,0.105833333333749,0.24924219480061,2.76167508687376,32.4,0.1448155415635489,0.3186783438854598,3.316706842631073,37.15
77,synthetic_planning_reference_v2,moderate,0.0308333333334531,0.182109050179749,3.44082615143554,32.0,0.05193071877703576,0.2362073417852415,4.215686443548837,37.550000000000004
78,synthetic_planning_reference_v2,moderate,0.140833333333853,0.13209571684204,3.27430387171979,36.15,0.1955309398280056,0.17103979172568376,4.049638848076619,42.45
79,synthetic_planning_reference_v2,mild,0.0850000000003092,0.19939608326071,2.87651977386976,33.25,0.10660472527600158,0.24743036803730883,3.2094974187554186,36.65
80,synthetic_planning_reference_v2,moderate,0.0700000000002547,0.134186732037583,3.01077975493291,32.45,0.10526372828631536,0.18470554871098627,3.708663699516951,38.1
81,synthetic_planning_reference_v2,moderate,0.165833333333944,0.127658438206748,2.94889825531361,43.45,0.22996217239312783,0.16731289970240878,3.6217780810359943,44.95
82,synthetic_planning_reference_v2,severe,0.0916666666670153,0.212350951731776,3.22808190783639,34.25,0.15230407296825016,0.2956628009297468,4.193702996236304,41.75
83,synthetic_planning_reference_v2,moderate,0.113333333333753,0.133579113293919,2.85711235239572,32.8,0.16417377706726916,0.1801775812099943,3.4687887279766025,38.2
84,synthetic_planning_reference_v2,severe,0.0458333333335986,0.21621704347001,2.99321156856556,32.35,0.10501852633795639,0.31780203790288847,4.160414868258202,41.800000000000004
85,synthetic_planning_reference_v2,moderate,0.0816666666669562,0.217114888469789,3.22813915201537,29.75,0.11698705368991841,0.2934562922808956,3.9628974996147512,34.35
86,synthetic_planning_reference_v2,moderate,0.104166666667038,0.0940286962992389,3.25254075578304,36.0,0.1410501024921127,0.13089074488147917,3.9425646876934692,41.650000000000006
87,synthetic_planning_reference_v2,severe,0.0625000000002729,0.194248704835977,3.03339163451722,32.0,0.12700378145364744,0.2793241205997627,4.17642774946142,40.95
88,synthetic_planning_reference_v2,mild,0.0625000000002274,0.225590448376553,2.93793304412364,34.35,0.07006365257993746,0.27458167709694664,3.239278163270941,37.45
89,synthetic_planning_reference_v2,mild,0.116666666667084,0.124725075531505,2.87905719661578,35.65,0.14338172003164004,0.14508582866639252,3.1650936859005854,38.85
90,synthetic_planning_reference_v2,mild,0.0766666666669607,0.243120101992374,2.84186723961665,31.95,0.08612600355744143,0.3045020046168694,3.15378310701132,35.0
91,synthetic_planning_reference_v2,moderate,0.105000000000405,0.220792363279563,3.03465609328287,33.4,0.14287434686203057,0.2874995165779639,3.6635368434453452,38.1
92,synthetic_planning_reference_v2,mild,0.145833333333849,0.185536187617522,3.22598103082981,37.85,0.17948252050855862,0.2187031420068288,3.6010764689965775,42.400000000000006
93,synthetic_planning_reference_v2,mild,0.0600000000002183,0.208969204139384,3.14893238388,31.05,0.06878381198863823,0.2540932051939546,3.5135546384086123,33.800000000000004
94,synthetic_planning_reference_v2,moderate,0.0508333333335486,0.137644788510875,3.55107812017026,29.5,0.07075507926235824,0.18872045839308207,4.333965533915926,34.4
95,synthetic_planning_reference_v2,moderate,0.145833333333917,0.141735747816659,3.18322026637739,33.8,0.2018935388005556,0.18831335492157736,3.836612066267017,39.400000000000006
96,synthetic_planning_reference_v2,mild,0.0650000000002365,0.189521130781011,3.21189466820951,32.4,0.08046454458912322,0.23599956145085801,3.6377427202691663,35.7
97,synthetic_planning_reference_v2,mild,0.0616666666669062,0.199985756202264,2.75435348982716,32.4,0.06539773993903386,0.2440454403955728,3.032220700776363,34.800000000000004
98,synthetic_planning_reference_v2,mild,0.106666666667047,0.0887534837601357,3.08277769448875,35.4,0.13217226749230468,0.0980117779086245,3.4453156399380758,39.25
99,synthetic_planning_reference_v2,mild,0.0941666666670244,0.247659198949646,2.83978284485074,33.4,0.11206855908069056,0.3100508711300397,3.147375706782408,37.0
100,synthetic_planning_reference_v2,mild,0.0666666666669016,0.124112121319979,3.04001127130041,31.45,0.07997276248728563,0.14442879744164552,3.420364878917392,34.25
101,synthetic_planning_reference_v2,moderate,0.104166666667015,0.101763460092862,3.06261723832721,34.05,0.14683729760074254,0.13338594085269742,3.7228417448571087,39.45
102,synthetic_planning_reference_v2,moderate,0.0691666666669562,0.191698443538943,3.08870756926491,31.9,0.08690222095395238,0.2346214014914198,3.663372677985525,35.9
103,synthetic_planning_reference_v2,severe,0.0441666666668198,0.206747781202237,3.20908147990806,30.1,0.09653416027352711,0.2935850375630315,4.3587347332481245,38.35
104,synthetic_planning_reference_v2,mild,0.138333333333821,0.0991644186446114,3.32439991183294,35.4,0.17933387882858978,0.11979389089761623,3.7821382924102314,39.45
105,synthetic_planning_reference_v2,mild,0.130000000000496,0.214672721502811,3.17455585419854,36.95,0.16536518957294222,0.2750709266169575,3.5871897630923395,40.800000000000004
106,synthetic_planning_reference_v2,mild,0.0900000000003274,0.20851695821788,3.53451682490081,33.45,0.11056494680171602,0.2576708560264214,4.002788552897925,37.0
107,synthetic_planning_reference_v2,severe,0.144166666667206,0.162556379287649,2.90970208821022,37.2,0.23415947461437886,0.24138352356351564,3.9803303524776212,44.95
108,synthetic_planning_reference_v2,mild,0.0508333333335713,0.235688463915828,2.77264352133298,30.8,0.054105556478948554,0.286241430229038,3.048862375777178,33.15
109,synthetic_planning_reference_v2,mild,0.0725000000002638,0.14456218317002,3.18081470192083,34.95,0.08575989059519563,0.17395194701732897,3.572342448915295,38.400000000000006
110,synthetic_planning_reference_v2,moderate,0.145833333333849,0.166505814149996,3.33369487988698,36.3,0.1997529289750523,0.20417894434667336,4.102474596021117,42.0
111,synthetic_planning_reference_v2,severe,0.0491666666668152,0.148220748040676,2.84579223910534,33.65,0.10773021168313203,0.22655035029718287,3.96212192149492,42.45
112,synthetic_planning_reference_v2,moderate,0.105000000000359,0.11858954852494,3.32097905596008,35.85,0.1541078555165361,0.16235759071336187,4.084071978074229,41.800000000000004
113,synthetic_planning_reference_v2,moderate,0.0758333333336395,0.241327160374859,3.01733561637623,33.95,0.10657282824828747,0.32168825682875707,3.7008779358973154,39.300000000000004
114,synthetic_planning_reference_v2,mild,0.0441666666668652,0.123647863292222,2.81377118973152,33.1,0.04720489344101645,0.14854633105137663,3.098278723375348,36.1
115,synthetic_planning_reference_v2,moderate,0.15083333333389,0.126957151711656,3.15225013452568,36.45,0.19657796768604086,0.15379769021323253,3.741549015777563,41.800000000000004
116,synthetic_planning_reference_v2,moderate,0.0600000000002638,0.230380075037511,3.13718244080404,33.6,0.09010607171108617,0.3098607662286037,3.8635067221036965,39.400000000000006
117,synthetic_planning_reference_v2,mild,0.0808333333336577,0.0768507533838619,3.13024914383731,32.1,0.09986248825676157,0.08359645014230029,3.534761177025976,35.050000000000004
118,synthetic_planning_reference_v2,moderate,0.100833333333662,0.155156858606632,3.0347992999939,38.2,0.13629669894988222,0.19972897267031317,3.6418198709802,44.050000000000004
119,synthetic_planning_reference_v2,mild,0.0625000000002729,0.196817091592143,3.15710860951807,32.0,0.07439018261178039,0.2503576159425882,3.604057631937569,35.2
120,synthetic_planning_reference_v2,moderate,0.158333333333894,0.145106987001393,3.44341940500092,33.9,0.22267002145060993,0.19627969273628784,4.233111675914438,39.1
121,synthetic_planning_reference_v2,mild,0.0700000000003001,0.189524978863291,2.91605322164669,34.0,0.09302437559078412,0.2365268583768148,3.3144515467139537,37.6
122,synthetic_planning_reference_v2,moderate,0.0516666666667788,0.166520719463039,2.94229254126569,35.4,0.0839935103182852,0.2260793739903036,3.595772839488879,41.75
123,synthetic_planning_reference_v2,severe,0.128333333333785,0.19031427302745,3.3658578486441,39.0,0.20387955211370862,0.27187422298495884,4.387322929278347,44.95
124,synthetic_planning_reference_v2,mild,0.0525000000001455,0.12768607680823,3.53419290971773,32.05,0.06092831967305473,0.1517555329614725,4.0599225658724425,35.15
125,synthetic_planning_reference_v2,moderate,0.0608333333335395,0.112728111668265,3.05720011121953,35.7,0.08645724167913271,0.14844734992060724,3.7192290531174335,41.150000000000006
126,synthetic_planning_reference_v2,moderate,0.0816666666669789,0.236814407075463,3.0709228252922,33.1,0.12455370248043539,0.32362767225226124,3.8495866187079444,39.300000000000004
127,synthetic_planning_reference_v2,mild,0.0516666666668243,0.117931483201938,3.75164930247227,35.2,0.05731523729507699,0.13248247864725068,4.2917756664391495,38.35
128,synthetic_planning_reference_v2,mild,0.0950000000003001,0.153394884995258,2.74709062117621,35.85,0.11762936133969419,0.18615693291539614,3.0383659341434703,39.650000000000006
129,synthetic_planning_reference_v2,severe,0.0575000000001637,0.235238128240702,3.45892705024491,30.1,0.10579996709818916,0.33037466067984084,4.47216227025455,36.85
130,synthetic_planning_reference_v2,moderate,0.0658333333336032,0.116403569361759,3.04508047284736,30.8,0.09548529238565534,0.15318843236120785,3.712829682872575,35.6
131,synthetic_planning_reference_v2,mild,0.0983333333336759,0.129170677009312,3.58608436786153,37.65,0.11892338397240475,0.16519770283978275,4.0772758090422885,41.95
132,synthetic_planning_reference_v2,moderate,0.0416666666668334,0.257025368960854,2.67133328674819,33.0,0.07592696611596061,0.34268796127380907,3.355506758422775,38.650000000000006
133,synthetic_planning_reference_v2,severe,0.123333333333767,0.0901307502748821,3.64386947961953,34.05,0.19939690350093586,0.1568327412452612,4.793062688814377,42.25
134,synthetic_planning_reference_v2,moderate,0.088333333333685,0.18038834432886,3.40527568035034,39.55,0.12059945742196544,0.237569710816389,4.146546314199089,44.95
135,synthetic_planning_reference_v2,mild,0.0616666666669516,0.165102425479847,3.28867276090126,32.5,0.07539481399879824,0.19820214516717077,3.708744634774561,35.4
136,synthetic_planning_reference_v2,moderate,0.0875000000002728,0.119762007553637,2.91602950341828,33.5,0.11683704353732652,0.15597935610006827,3.5208294472159194,38.550000000000004
137,synthetic_planning_reference_v2,mild,0.0575000000001637,0.190192695325023,3.06660181491203,28.65,0.06873185221600377,0.23732792034424174,3.4300319897803515,31.1
138,synthetic_planning_reference_v2,moderate,0.0716666666668971,0.208391174646969,3.04170278648878,32.05,0.10729606083591485,0.2849378070214782,3.8799657514932866,37.800000000000004
139,synthetic_planning_reference_v2,mild,0.170833333333985,0.107550464652582,3.50659279227078,35.8,0.21833276164621157,0.133844562307397,4.035595582875628,40.1
140,synthetic_planning_reference_v2,moderate,0.0850000000003092,0.212085267060363,3.26712175475113,34.1,0.11642665078405216,0.27352786452469546,3.954237424607679,39.2
141,synthetic_planning_reference_v2,severe,0.0616666666668607,0.201783894541098,2.88328863347332,33.0,0.10958026984873799,0.2835611092852806,3.769461343795702,40.7
142,synthetic_planning_reference_v2,mild,0.0716666666669425,0.135604721322352,2.95599200755692,39.9,0.07436914200683024,0.15569163134392305,3.2249814128779755,44.1
143,synthetic_planning_reference_v2,mild,0.0658333333335577,0.159745931093298,2.990097789167,31.9,0.07265011765488687,0.19142592702042324,3.3556872049935103,34.75
144,synthetic_planning_reference_v2,mild,0.0691666666669335,0.125153923547888,2.66658829352947,32.8,0.07005689616893992,0.1385812466730373,2.884768760814482,35.9
145,synthetic_planning_reference_v2,mild,0.112500000000409,0.138403964955439,2.55761415652152,28.1,0.13276820365829115,0.1624863466101174,2.793460303113478,29.8
146,synthetic_planning_reference_v2,mild,0.0791666666669244,0.175485310370212,3.06976302836067,33.6,0.08849987668020334,0.21998567391853086,3.4515166477176953,36.800000000000004
147,synthetic_planning_reference_v2,severe,0.148333333333812,0.112848775017202,3.37431193575321,37.5,0.2503600652163877,0.19060875062371682,4.708643624295111,44.95
148,synthetic_planning_reference_v2,mild,0.0791666666669698,0.241109811217116,2.59980648689487,31.7,0.09347961176146687,0.29533665439690915,2.8378815996064026,34.85
149,synthetic_planning_reference_v2,moderate,0.140833333333831,0.145636666853127,2.97529975973438,34.35,0.1917008347493837,0.19433190130762748,3.6100219901244763,39.7
150,synthetic_planning_reference_v2,mild,0.0525000000001455,0.126017537826652,3.07640057887286,35.15,0.05661321593179388,0.14970179705123712,3.3930875797497193,38.900000000000006
151,synthetic_planning_reference_v2,mild,0.0708333333335759,0.220636669850483,2.505845177926,34.75,0.0806084923090096,0.28215283826480003,2.8080396788182798,38.7
152,synthetic_planning_reference_v2,mild,0.125833333333821,0.0977023880612737,2.96545548105149,31.9,0.1665603000772085,0.1237350019359791,3.3769491167072054,35.550000000000004
153,synthetic_planning_reference_v2,moderate,0.0458333333334849,0.148715847604939,2.86877689817279,35.7,0.06449341936663364,0.1917502183352567,3.504251668809331,41.25
154,synthetic_planning_reference_v2,moderate,0.0808333333336122,0.223657234031324,3.1640451614018,33.15,0.11097542145297133,0.2881385052812991,3.8568705219461163,37.9
155,synthetic_planning_reference_v2,severe,0.164166666667325,0.100616151839565,3.1150742339526,34.7,0.24426127638598388,0.15202268343635605,4.007420193789926,42.7
156,synthetic_planning_reference_v2,mild,0.0583333333336213,0.186747313707867,3.59880168574431,33.2,0.06748079475767602,0.23729981111157952,4.087284185249362,37.35
157,synthetic_planning_reference_v2,severe,0.131666666667115,0.200159679098995,3.39692704937669,35.0,0.2109442130306398,0.2873727831376869,4.437017291795664,42.85
158,synthetic_planning_reference_v2,moderate,0.144166666667206,0.182694567155987,3.21497598036958,39.6,0.19871240561898143,0.2366981033951959,3.87541894084914,44.95
159,synthetic_planning_reference_v2,severe,0.0491666666669971,0.188291130316043,3.241782558986,31.85,0.10047847154948984,0.2789058918893126,4.349889980118628,39.75
160,synthetic_planning_reference_v2,mild,0.0758333333335941,0.0812878182229157,3.2322078375675,33.3,0.08855157263228831,0.09142773037397098,3.587153572108919,36.25
161,synthetic_planning_reference_v2,moderate,0.103333333333603,0.211703284716939,2.90789869647184,32.65,0.15111512668295862,0.28109644696414304,3.588428004723986,38.5
162,synthetic_planning_reference_v2,mild,0.0500000000001364,0.20488617404763,3.06094606517963,30.15,0.04596784772938701,0.24289575501139565,3.4121911142041714,33.0
163,synthetic_planning_reference_v2,mild,0.0675000000002456,0.165578913044749,3.42521636771009,34.9,0.08201596486807856,0.20337441993736924,3.888972072568643,38.800000000000004
164,synthetic_planning_reference_v2,moderate,0.132500000000528,0.27893158618029,3.0260441588094,36.45,0.17713136417279646,0.3602132245458507,3.655683431769106,41.650000000000006
165,synthetic_planning_reference_v2,mild,0.0633333333335941,0.170063934252421,3.28123457785941,33.0,0.06509495648829126,0.20119596819582072,3.705662233918776,35.95
166,synthetic_planning_reference_v2,mild,0.161666666667179,0.118313327101019,3.15754495265575,36.0,0.20993386633097064,0.15727453308627135,3.5924300974720276,40.6
167,synthetic_planning_reference_v2,moderate,0.0808333333335668,0.228366367493423,3.49230551139873,33.5,0.11373451051796242,0.299788332766537,4.245994893427849,39.25
168,synthetic_planning_reference_v2,moderate,0.0741666666669516,0.111822949701584,3.40551739038418,35.45,0.10108226828101374,0.14852939715004698,4.153550169126822,41.35
169,synthetic_planning_reference_v2,mild,0.085833333333585,0.164368177914387,2.81574969869697,34.6,0.10233455441147828,0.1888793227643474,3.131647133206547,38.300000000000004
170,synthetic_planning_reference_v2,moderate,0.0450000000001637,0.193618787123258,2.53984054702404,29.95,0.06495793414825841,0.2514820227124191,3.0782514295512886,34.45
171,synthetic_planning_reference_v2,mild,0.0875000000002728,0.126336841222375,2.98522299142765,34.55,0.11447714772232362,0.1556435333671816,3.35066846341511,38.300000000000004
172,synthetic_planning_reference_v2,severe,0.084166666667079,0.109023868725717,2.9764684623541,34.4,0.14585461402689393,0.1782736675764539,3.9904066220497554,42.95
173,synthetic_planning_reference_v2,moderate,0.0683333333335668,0.221824088115939,2.90672049743791,32.7,0.10919392975398515,0.30276893209548,3.6695887535014267,38.95
